mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation	slur
112	112	446	446	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1379		articStaccatoAbove	
112	112	447	447	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1380		articStaccatoAbove	
112	112	444	444	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1381			
112	112	445	445	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1382			
112	112	446	446	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1383			
112	112	447	447	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1384			
113	113	448	448	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	1385			
113	113	1345/3	1345/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1386			
113	113	1346/3	1346/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1387			
113	113	449	449	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1388			
113	113	1348/3	1348/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1389			
113	113	1349/3	1349/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1390			
113	113	450	450	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1391			
113	113	1351/3	1351/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1392			
113	113	1352/3	1352/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1393			
113	113	451	451	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1394			
113	113	1354/3	1354/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1395			
113	113	1355/3	1355/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1396			
114	114	452	452	4.0	0	0	Chord	2/2	1	1	1		1	1	1397			
114	114	1357/3	1357/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1398			
114	114	1358/3	1358/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1399			
114	114	453	453	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1400			
114	114	1360/3	1360/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1401			
114	114	1361/3	1361/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1402			
114	114	454	454	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1403			
114	114	1363/3	1363/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1404			
114	114	1364/3	1364/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1405			
114	114	455	455	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1406			
114	114	1366/3	1366/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1407			
114	114	1367/3	1367/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1408			
115	115	456	456	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1409		articStaccatoAbove	
115	115	457	457	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1410		articStaccatoAbove	
115	115	458	458	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1411		articStaccatoBelow	
115	115	459	459	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1412		articStaccatoBelow	
115	115	456	456	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1413			
115	115	457	457	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1414			
115	115	458	458	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1415			
115	115	459	459	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1416			
116	116	460	460	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1417			
116	116	461	461	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1418			
116	116	1384/3	1384/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1419			
116	116	1385/3	1385/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1420			
116	116	462	462	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1421			
116	116	463	463	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1422			
116	116	1390/3	1390/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1423			
116	116	1391/3	1391/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1424			
116	116	460	460	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1425			
116	116	1381/3	1381/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1426			
116	116	1382/3	1382/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1427			
116	116	461	461	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1428			
116	116	1384/3	1384/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1429			
116	116	1385/3	1385/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1430			
116	116	462	462	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1431			
116	116	1387/3	1387/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1432			
116	116	1388/3	1388/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1433			
116	116	463	463	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1434			
116	116	1390/3	1390/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1435			
116	116	1391/3	1391/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1436			
117	117	464	464	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1437			
117	117	465	465	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1438			
117	117	1396/3	1396/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1439			
117	117	1397/3	1397/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1440			
117	117	466	466	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1441			
117	117	467	467	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1442			
117	117	1402/3	1402/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1443			
117	117	1403/3	1403/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1444			
117	117	464	464	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1445			
117	117	1393/3	1393/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1446			
117	117	1394/3	1394/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1447			
117	117	465	465	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1448			
117	117	1396/3	1396/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1449			
117	117	1397/3	1397/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1450			
117	117	466	466	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1451			
117	117	1399/3	1399/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1452			
117	117	1400/3	1400/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1453			
117	117	467	467	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1454			
117	117	1402/3	1402/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1455			
117	117	1403/3	1403/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1456			
118	118	468	468	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1457			
118	118	469	469	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1458			
118	118	1408/3	1408/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1459			
118	118	1409/3	1409/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1460			
118	118	470	470	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1461			
118	118	471	471	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1462			
118	118	1414/3	1414/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1463			
118	118	1415/3	1415/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1464			
118	118	468	468	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1465			
118	118	1405/3	1405/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1466			
118	118	1406/3	1406/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1467			
118	118	469	469	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1468			
118	118	1408/3	1408/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1469			
118	118	1409/3	1409/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1470			
118	118	470	470	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1471			
118	118	1411/3	1411/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1472			
118	118	1412/3	1412/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1473			
118	118	471	471	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1474			
118	118	1414/3	1414/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1475			
118	118	1415/3	1415/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1476			
119	119	472	472	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1477			
119	119	473	473	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1478			
119	119	1420/3	1420/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1479			
119	119	1421/3	1421/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1480			
119	119	474	474	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1481			
119	119	475	475	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1482			
119	119	1426/3	1426/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1483			
119	119	1427/3	1427/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1484			
119	119	472	472	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1485			
119	119	1417/3	1417/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1486			
119	119	1418/3	1418/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1487			
119	119	473	473	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1488			
119	119	1420/3	1420/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1489			
119	119	1421/3	1421/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1490			
119	119	474	474	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1491			
119	119	1423/3	1423/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1492			
119	119	1424/3	1424/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1493			
119	119	475	475	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1494			
119	119	1426/3	1426/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1495			
119	119	1427/3	1427/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1496			
120	120	476	476	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1497			
120	120	477	477	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1498			
120	120	1432/3	1432/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1499			
120	120	1433/3	1433/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1500			
120	120	478	478	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1501			
120	120	479	479	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1502			
120	120	1438/3	1438/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1503			
120	120	1439/3	1439/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1504			
120	120	476	476	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1505			
120	120	1429/3	1429/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1506			
120	120	1430/3	1430/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1507			
120	120	477	477	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1508			
120	120	1432/3	1432/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1509			
120	120	1433/3	1433/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1510			
120	120	478	478	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1511			
120	120	1435/3	1435/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1512			
120	120	1436/3	1436/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1513			
120	120	479	479	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1514			
120	120	1438/3	1438/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1515			
120	120	1439/3	1439/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1516			
121	121	480	480	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1517			
121	121	482	482	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1518			
121	121	480	480	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1519			
121	121	482	482	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1520			
122	122	484	484	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1521			
122	122	484	484	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1522			
