mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
110	110	875/4	875/4	0.5	3/16	3/16	Chord	2/4	1	1	1/8		1/8	1	1292							
110	110	877/4	877/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1293							
110	110	879/4	879/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1294							
110	110	218	218	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1295							
110	110	437/2	437/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	1296							
110	110	218	218	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1297				173			
110	110	437/2	437/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1298				173			
110	110	219	219	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1299				173			
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1300							
111	111	220	220	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1301							
111	111	221	221	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1302							
111	111	220	220	0.0	0	0	Dynamic	2/4	2	1	0						pp					
111	111	220	220	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1303							
111	111	221	221	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1304							
112	112	222	222	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1305							
112	112	222	222	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1306							
