mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill
97	95	377/2	190	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1000									
97	95	379/2	191	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1001									
98	96	572/3	1153/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1002				77					
98	96	1145/6	577/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1003				77					
98	96	191	385/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1004				77					
98	96	1147/6	578/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1005				77					
98	96	574/3	1157/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1006									
98	96	383/2	193	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1007				78					
98	96	767/4	773/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1008				78					
98	96	192	387/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1009				78					
98	96	769/4	775/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1010									
98	96	381/2	192	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1011									
99	97	578/3	1165/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1012				79					
99	97	1157/6	583/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1013				79					
99	97	193	389/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1014				79					
99	97	1159/6	584/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1015				79					
99	97	580/3	1169/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1016									
99	97	581/3	1171/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1017				80					
99	97	1163/6	586/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1018				80					
99	97	194	391/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1019				80					
99	97	1165/6	587/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1020				80					
99	97	583/3	1175/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1021									
99	97	385/2	194	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1022									
99	97	387/2	195	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1023									
100	98	584/3	1177/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1024				81					
100	98	1169/6	589/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1025				81					
100	98	195	393/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1026				81					
100	98	1171/6	590/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1027				81					
100	98	586/3	1181/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1028									
100	98	391/2	197	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1029				82					
100	98	783/4	789/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1030				82					
100	98	196	395/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1031				82					
100	98	785/4	791/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1032									
100	98	389/2	196	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1033									
101	99	393/2	198	0.0		0	0	Spanner	2/4	1	1	0									5				
101	99	393/2	198	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1034					5				
101	99	197	397/2	0.0		1/8	1/8	Spanner	2/4	1	1	0													
101	99	395/2	199	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1035									
101	99	590/3	1189/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1036				83					
101	99	1181/6	595/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1037				83					
101	99	197	397/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1038				83					
101	99	1183/6	596/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1039				83					
101	99	592/3	1193/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1040									
101	99	593/3	1195/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1041				84					
101	99	1187/6	598/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1042				84					
101	99	198	399/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1043				84					
101	99	1189/6	599/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1044				84					
101	99	595/3	1199/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1045									
102	100	397/2	200	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1046									
102	100	596/3	1201/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1047				85					
102	100	1193/6	601/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1048				85					
102	100	199	401/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1049				85					
102	100	1195/6	602/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1050				85					
102	100	598/3	1205/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1051									
102	100	399/2	201	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1052				86					
102	100	799/4	805/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1053				86					
102	100	200	403/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1054				86					
102	100	801/4	807/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1055									
103	101	401/2	202	0.0		0	0	Dynamic	2/4	1	1	0						f							
103	101	401/2	202	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1056									
103	101	403/2	203	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1057									
103	101	602/3	1213/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1058				87					
103	101	1205/6	607/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1059				87					
103	101	201	405/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1060				87					
103	101	1207/6	608/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1061				87					
103	101	604/3	1217/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1062									
103	101	605/3	1219/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1063				88					
103	101	1211/6	610/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1064				88					
103	101	202	407/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1065				88					
103	101	1213/6	611/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1066				88					
103	101	607/3	1223/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1067									
104	102	405/2	204	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1068									
104	102	608/3	1225/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1069				89					
104	102	1217/6	613/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1070				89					
104	102	203	409/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1071				89					
104	102	1219/6	614/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1072				89					
104	102	610/3	1229/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1073									
104	102	407/2	205	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1074				90					
104	102	815/4	821/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1075				90					
104	102	204	411/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1076				90					
104	102	817/4	823/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1077									
105	103	409/2	206	0.0		0	0	Dynamic	2/4	1	1	0						p							
105	103	614/3	1237/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1078				91					
105	103	1229/6	619/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1079				91					
105	103	205	413/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1080				91					
105	103	1231/6	620/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1081				91					
105	103	616/3	1241/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1082									
105	103	617/3	1243/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1083				92					
105	103	1235/6	622/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1084				92					
105	103	206	415/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1085				92					
105	103	1237/6	623/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1086				92					
105	103	619/3	1247/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1087									
105	103	409/2	206	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1088									
105	103	411/2	207	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1089									
106	104	620/3	1249/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1090				93					
106	104	1241/6	625/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1091				93					
106	104	207	417/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1092				93					
106	104	1243/6	626/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1093				93					
106	104	622/3	1253/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1094									
106	104	415/2	209	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1095				94					
106	104	831/4	837/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1096				94					
106	104	208	419/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1097				94					
106	104	833/4	839/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1098									
106	104	413/2	208	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1099									
107	105	626/3	1261/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1100				95					
107	105	1253/6	631/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1101				95					
107	105	209	421/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1102				95					
107	105	1255/6	632/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1103				95					
107	105	628/3	1265/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1104									
107	105	629/3	1267/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1105				96					
107	105	1259/6	634/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1106				96					
107	105	210	423/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1107				96					
107	105	1261/6	635/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1108				96					
107	105	631/3	1271/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1109									
107	105	417/2	210	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1110									
107	105	419/2	211	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1111									
108	106	632/3	1273/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1112				97					
108	106	1265/6	637/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1113				97					
108	106	211	425/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1114				97					
108	106	1267/6	638/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1115				97					
108	106	634/3	1277/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1116									
108	106	423/2	213	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1117				98					
108	106	847/4	853/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1118				98					
108	106	212	427/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1119				98					
108	106	849/4	855/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1120									
108	106	421/2	212	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1121									
109	107	638/3	1285/6	0.0		1/24	1/24	Spanner	2/4	1	1	0									6				
109	107	638/3	1285/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1122				99	6				
109	107	1277/6	643/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1123				99	6				
109	107	213	429/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1124				99	6				
109	107	1279/6	644/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1125				99	6				
109	107	640/3	1289/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1126					6				
109	107	641/3	1291/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1127				100	6				
109	107	1283/6	646/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1128				100	6				
109	107	214	431/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1129				100	6				
109	107	1285/6	647/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1130				100	6				
109	107	643/3	1295/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1131					6				
109	107	425/2	214	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1132									
109	107	427/2	215	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1133									
110	108	429/2	216	0.0		0	0	Spanner	2/4	1	1	0													
110	108	644/3	1297/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1134				101					
110	108	1289/6	649/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1135				101					
110	108	215	433/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1136				101					
110	108	1291/6	650/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1137				101					
110	108	646/3	1301/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1138									
110	108	431/2	217	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1139				102					
110	108	863/4	869/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1140				102					
110	108	216	435/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1141				102					
110	108	865/4	871/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1142									
110	108	429/2	216	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1143									
111	109	433/2	218	0.0		0	0	Dynamic	2/4	1	1	0						f							
111	109	650/3	1309/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1144				103					
111	109	1301/6	655/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1145				103					
111	109	217	437/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1146				103					
111	109	1303/6	656/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1147				103					
111	109	652/3	1313/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1148									
111	109	653/3	1315/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1149				104					
111	109	1307/6	658/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1150				104					
111	109	218	439/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1151				104					
111	109	1309/6	659/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1152				104					
111	109	655/3	1319/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1153									
111	109	433/2	218	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1154									
111	109	435/2	219	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1155									
112	110	656/3	1321/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1156				105					
112	110	1313/6	661/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1157				105					
112	110	219	441/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1158				105					
112	110	1315/6	662/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1159				105					
112	110	658/3	1325/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1160									
112	110	439/2	221	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1161				106					
112	110	879/4	885/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1162				106					
112	110	220	443/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1163				106					
112	110	881/4	887/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1164									
112	110	437/2	220	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1165									
112	110	439/2	221	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1166									
113	111	441/2	222	0.0		0	0	Dynamic	2/4	1	1	0						ff							
113	111	662/3	1333/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1167				107					
113	111	1325/6	667/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1168				107					
113	111	221	445/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1169				107					
113	111	1327/6	668/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1170				107					
113	111	664/3	1337/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1171									
113	111	443/2	223	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1172				108					
113	111	887/4	893/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1173				108					
113	111	222	447/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1174				108					
113	111	889/4	895/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1175									
113	111	441/2	222	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1176									
114	112	445/2	224	0.0		0	0	Dynamic	2/4	1	1	0						sf							
114	112	668/3	1345/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1177				109					
114	112	1337/6	673/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1178				109					
114	112	223	449/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1179				109					
114	112	1339/6	674/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1180				109					
114	112	670/3	1349/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1181									
114	112	447/2	225	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1182				110					
114	112	895/4	901/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1183				110					
114	112	224	451/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1184				110					
114	112	897/4	903/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1185									
114	112	445/2	224	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1186									
115	113	449/2	226	0.0		0	0	Dynamic	2/4	1	1	0						sf							
115	113	674/3	1357/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1187				111					
115	113	1349/6	679/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1188				111					
115	113	225	453/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1189				111					
115	113	1351/6	680/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1190				111					
115	113	676/3	1361/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1191									
115	113	451/2	227	0.0		1/4	1/4	Spanner	2/4	1	1	0											0		
115	113	451/2	227	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1192				112			0		
115	113	903/4	909/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1193				112			0		
115	113	226	455/2	0.0		3/8	3/8	Spanner	2/4	1	1	0								112					
115	113	226	455/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1194				112					
115	113	905/4	911/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1195				112					
115	113	449/2	226	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1196									
116	114	453/2	228	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1197				112					
116	114	907/4	913/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1198				112					
116	114	227	457/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1199				112					
116	114	909/4	915/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1200				112					
116	114	455/2	229	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1201				112					
116	114	911/4	917/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1202				112					
116	114	228	459/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1203				112					
116	114	913/4	919/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1204									
117	115	457/2	230	0.0		0	0	Dynamic	2/4	1	1	0						p							
117	115	915/4	921/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1205				113					
117	115	229	461/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1206				113					
117	115	917/4	923/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1207				113					
117	115	459/2	231	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1208				113					
117	115	919/4	925/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1209				113					
117	115	230	463/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1210				113					
117	115	921/4	927/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1211									
117	115	457/2	230	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1212									
118	116	461/2	232	0.0		0	0	Dynamic	2/4	1	1	0						pp							
118	116	923/4	929/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1213				114					
118	116	231	465/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1214				114					
118	116	925/4	931/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1215				114					
118	116	463/2	233	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1216				114					
118	116	927/4	933/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1217				114					
118	116	232	467/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1218				114					
118	116	929/4	935/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1219									
118	116	461/2	232	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1220									
120	117	234	471/2	0.0		0	3/8	Dynamic	2/4	1	1	0						p							
120	117	234	471/2	0.5		0	3/8	Chord	2/4	1	1	1/8		1/8	1	1221			articStaccatoBelow						
120	117	234	471/2	0.5		0	3/8	Chord	2/4	2	1	1/8		1/8	1	1222			articStaccatoAbove						
121	118	469/2	236	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1223			articStaccatoBelow						
121	118	236	475/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1224				115					
121	118	1417/6	713/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1225				115					
121	118	709/3	1427/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1226									
121	118	469/2	236	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1227			articStaccatoAbove						
122	119	473/2	238	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1228			articStaccatoAbove						
122	119	238	479/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1229			articStaccatoBelow						
122	119	238	479/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1230			articStaccatoAbove						
123	120	477/2	240	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1231			articStaccatoBelow						
123	120	240	483/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1232				116					
123	120	1441/6	725/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1233				116					
123	120	721/3	1451/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1234									
123	120	477/2	240	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1235			articStaccatoAbove						
124	121	481/2	242	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1236			articStaccatoAbove						
124	121	242	487/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1237				117					
125	122	485/2	244	0.375		0	0	Chord	2/4	1	1	3/32		1/16	3/2	1238	<			117					
125	122	1943/8	1955/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1239				117					
125	122	243	489/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1240				117					
125	122	244	491/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1241				117					
