mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	diminuendo_line	crescendo_line
116	115	691/4	691/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	790						
116	115	343/2	343/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	791						
116	115	345/2	345/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	792						
117	116	173	173	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	793			articStaccatoAbove			
117	116	347/2	347/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	794				111		
117	116	695/4	695/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	795				111		
117	116	174	174	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	796				111		
117	116	697/4	697/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	797						
117	116	173	173	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	798						
117	116	693/4	693/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	799						
117	116	347/2	347/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	800						
117	116	695/4	695/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	801						
117	116	174	174	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	802						
117	116	697/4	697/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	803						
118	117	349/2	349/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	804						
118	117	349/2	349/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	805				112		
118	117	699/4	699/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	806				112		
118	117	175	175	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	807				112		
118	117	701/4	701/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	808				112		
118	117	351/2	351/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	809						
118	117	703/4	703/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	810						
118	117	349/2	349/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	811						
118	117	351/2	351/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	812						
119	118	176	176	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	813						
119	118	353/2	353/2	0.0	1/8	1/8	Chord	3/8	1	1	0	acciaccatura	1/8	1	814						
119	118	353/2	353/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	815				113		
119	118	707/4	707/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	816				113		
119	118	177	177	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	817				113		
119	118	709/4	709/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	818						
119	118	176	176	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	819						
119	118	705/4	705/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	820						
119	118	353/2	353/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	821						
119	118	707/4	707/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	822						
119	118	177	177	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	823						
119	118	709/4	709/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	824						
119	118	176	176	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	825						
119	118	177	177	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	826						
120	119	355/2	355/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	827				114		
120	119	178	178	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	828						
120	119	357/2	357/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	829			articStaccatoAbove			
120	119	355/2	355/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	830				115		
120	119	711/4	711/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	831				115		
120	119	178	178	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	832				115		
120	119	713/4	713/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	833				115		
120	119	357/2	357/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	834						
120	119	715/4	715/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	835						
120	119	355/2	355/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	836						
120	119	357/2	357/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	837						
121	120	179	179	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	838						
121	120	179	179	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	839						
121	120	717/4	717/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	840						
121	120	359/2	359/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	841						
121	120	719/4	719/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	842						
121	120	180	180	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	843						
121	120	721/4	721/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	844						
122	121	361/2	361/2	0.0	0	0	Dynamic	3/8	1	1	0						sf				
122	121	361/2	361/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	845						
122	121	361/2	361/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	846				116		
122	121	363/2	363/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	847				116		
122	121	361/2	361/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	848						
122	121	723/4	723/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	849						
122	121	181	181	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	850						
122	121	725/4	725/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	851						
122	121	363/2	363/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	852						
122	121	727/4	727/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	853						
123	122	182	182	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	854			articStaccatoAbove			
123	122	182	182	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	855						
123	122	729/4	729/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	856						
123	122	365/2	365/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	857						
123	122	731/4	731/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	858						
123	122	183	183	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	859						
123	122	733/4	733/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	860						
124	123	367/2	367/2	0.0	0	0	Dynamic	3/8	1	1	0						sf				
124	123	367/2	367/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	861						
124	123	367/2	367/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	862				117		
124	123	369/2	369/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	863				117		
124	123	367/2	367/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	864						
124	123	735/4	735/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	865						
124	123	184	184	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	866						
124	123	737/4	737/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	867						
124	123	369/2	369/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	868						
124	123	739/4	739/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	869						
125	124	185	185	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	870			articStaccatoAbove			
125	124	186	186	0.0	1/4	1/4	Dynamic	3/8	1	1	0						p				
125	124	186	186	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	871	p			118		
125	124	745/4	745/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	872				118		
125	124	185	185	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	873						
126	125	373/2	373/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	874			articStaccatoBelow			
126	125	187	187	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	875				119		
126	125	749/4	749/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	876				119		
126	125	375/2	375/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	877			articStaccatoAbove			
127	126	188	188	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	878				120		
127	126	753/4	753/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	879				120		
127	126	377/2	377/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	880			articStaccatoAbove			
127	126	189	189	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	881			articStaccatoAbove			
128	127	379/2	379/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	882				121		
128	127	381/2	381/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	883				121		
128	127	763/4	763/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	884				121		
128	127	379/2	379/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	885				122		
128	127	381/2	381/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	886				122		
128	127	763/4	763/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	887				122		
128	127	379/2	379/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	888						
129	128	191	191	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	889			articStaccatoAbove			
129	128	192	192	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	890				123		
129	128	769/4	769/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	891				123		
129	128	191	191	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	892			articStaccatoAbove			
129	128	191	191	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	893						
130	129	385/2	385/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	894			articStaccatoBelow			
130	129	193	193	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	895				124		
130	129	773/4	773/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	896				124		
130	129	387/2	387/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	897			articStaccatoAbove			
131	130	194	194	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	898				125		
131	130	777/4	777/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	899				125		
131	130	389/2	389/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	900			articStaccatoAbove			
131	130	195	195	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	901			articStaccatoAbove			
132	131	391/2	391/2	0.0	0	0	Dynamic	3/8	1	1	0						sf				
132	131	391/2	391/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	902						
132	131	391/2	391/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	903				126		
132	131	393/2	393/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	904				126		
132	131	787/4	787/4	0.0	5/16	5/16	Spanner	3/8	1	1	0								126	2	
132	131	787/4	787/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	905				126	2	
132	131	391/2	391/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	906				127		
132	131	393/2	393/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	907				127		
132	131	787/4	787/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	908				127		
133	132	197	197	0.0	0	0	Spanner	3/8	1	1	0										
133	132	197	197	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	909	>		articStaccatoAbove			
133	132	198	198	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	910				128		
133	132	793/4	793/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	911				128		
133	132	197	197	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	912			articStaccatoAbove			
133	132	198	198	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	913				129		
133	132	793/4	793/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	914				129		
134	133	397/2	397/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	915			articStaccatoAbove			
134	133	399/2	399/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	916				130		
134	133	799/4	799/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	917				130		
134	133	397/2	397/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	918			articStaccatoAbove			
134	133	399/2	399/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	919				131		
134	133	799/4	799/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	920				131		
135	134	200	200	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	921			articStaccatoBelow			
135	134	201	201	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	922				132		
135	134	805/4	805/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	923				132		
135	134	200	200	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	924			articStaccatoAbove			
135	134	201	201	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	925				133		
135	134	805/4	805/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	926				133		
136	135	403/2	403/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	927			articStaccatoBelow			
136	135	403/2	403/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	928			articStaccatoAbove			
136	135	202	202	0.0	1/8	1/8	Dynamic	3/8	2	1	0						p				
136	135	405/2	405/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	929				134		
136	135	811/4	811/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	930				134		
137	136	203	203	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	931			articStaccatoBelow			
137	136	204	204	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	932				135		
137	136	817/4	817/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	933				135		
138	137	409/2	409/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	934						
139	138	207	207	0.0	1/4	1/4	Dynamic	3/8	1	1	0						p				
139	138	207	207	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	935	p			136		
139	138	829/4	829/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	936				136		
139	138	206	206	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	937						
140	139	415/2	415/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	938			articStaccatoBelow			
140	139	208	208	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	939				137		
140	139	833/4	833/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	940				137		
140	139	417/2	417/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	941			articStaccatoBelow			
141	140	209	209	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	942				138		
141	140	837/4	837/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	943				138		
141	140	419/2	419/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	944			articStaccatoAbove			
141	140	210	210	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	945			articStaccatoAbove			
142	141	421/2	421/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	946				139		
142	141	423/2	423/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	947				139		
142	141	847/4	847/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	948				139		
142	141	421/2	421/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	949				140		
142	141	423/2	423/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	950				140		
142	141	847/4	847/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	951				140		
142	141	421/2	421/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	952						
143	142	212	212	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	953			articStaccatoAbove			
143	142	213	213	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	954				141		
143	142	853/4	853/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	955				141		
143	142	212	212	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	956			articStaccatoAbove			
143	142	212	212	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	957						
144	143	427/2	427/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	958			articStaccatoAbove			
144	143	214	214	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	959				142		
144	143	857/4	857/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	960				142		
144	143	429/2	429/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	961			articStaccatoAbove			
145	144	215	215	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	962				143		
145	144	861/4	861/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	963				143		
145	144	431/2	431/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	964			articStaccatoAbove			
145	144	216	216	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	965			articStaccatoAbove			
146	145	433/2	433/2	0.0	0	0	Dynamic	3/8	1	1	0						sf				
146	145	433/2	433/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	966						
146	145	433/2	433/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	967				144		
146	145	435/2	435/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	968				144		
146	145	871/4	871/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	969				144		
146	145	433/2	433/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	970				145		
146	145	435/2	435/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	971				145		
146	145	871/4	871/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	972				145		
146	145	433/2	433/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	973						
147	146	218	218	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	974						
147	146	219	219	0.0	1/4	1/4	Dynamic	3/8	1	1	0						p				
147	146	219	219	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	975	p			146		
147	146	1315/6	1315/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	976				146		
147	146	658/3	658/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	977				146		
147	146	218	218	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	978						
147	146	218	218	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	979						
148	147	439/2	439/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	980				146		
148	147	659/3	659/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	981				146		
148	147	1319/6	1319/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	982				146		
148	147	220	220	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	983			articStaccatoBelow			
148	147	441/2	441/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	984			articStaccatoAbove			
149	148	443/2	443/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	985			articStaccatoAbove			
149	148	222	222	0.0	1/4	1/4	Spanner	3/8	1	1	0										2
149	148	222	222	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	986				147		2
149	148	1333/6	1333/6	0.0	7/24	7/24	Spanner	3/8	1	1	0								147		
149	148	1333/6	1333/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	987				147		
149	148	667/3	667/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	988				147		
149	148	221	221	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	989			articStaccatoBelow			
150	149	445/2	445/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	990				147		
150	149	668/3	668/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	991				147		
150	149	1337/6	1337/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	992				147		
150	149	223	223	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	993			articStaccatoBelow			
150	149	447/2	447/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	994			articStaccatoAbove			
151	150	449/2	449/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	995			articStaccatoAbove			
151	150	225	225	0.0	1/4	1/4	Spanner	3/8	1	1	0										3
151	150	225	225	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	996				148		3
151	150	1351/6	1351/6	0.0	7/24	7/24	Spanner	3/8	1	1	0								148		
151	150	1351/6	1351/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	997				148		
151	150	676/3	676/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	998				148		
151	150	224	224	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	999			articStaccatoBelow			
152	151	451/2	451/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1000				148		
152	151	677/3	677/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1001				148		
152	151	1355/6	1355/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1002				148		
152	151	226	226	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1003				148		
152	151	1357/6	1357/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1004				148		
152	151	679/3	679/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1005				148		
152	151	453/2	453/2	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	1006				148		
152	151	1813/8	1813/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	1007				148		
152	151	907/4	907/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	1008				148		
152	151	1815/8	1815/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	1009				148		
153	152	227	227	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1010			articStaccatoAbove			
153	152	455/2	455/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1011			articStaccatoAbove			
153	152	228	228	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1012			articStaccatoAbove			
153	152	228	228	0.125	1/4	1/4	Chord	3/8	2	1	1/32		1/32	1	1013				149		
153	152	1825/8	1825/8	0.125	9/32	9/32	Chord	3/8	2	1	1/32		1/32	1	1014				149		
153	152	913/4	913/4	0.125	5/16	5/16	Chord	3/8	2	1	1/32		1/32	1	1015				149		
153	152	1827/8	1827/8	0.125	11/32	11/32	Chord	3/8	2	1	1/32		1/32	1	1016				149		
154	153	457/2	457/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1017			articStaccatoAbove			
154	153	229	229	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1018			articStaccatoAbove			
154	153	459/2	459/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1019			articStaccatoAbove			
154	153	457/2	457/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1020				149		
154	153	686/3	686/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1021				149		
154	153	1373/6	1373/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1022				149		
154	153	229	229	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1023				149		
154	153	1375/6	1375/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1024				149		
154	153	688/3	688/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1025				149		
154	153	459/2	459/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1026				149		
154	153	689/3	689/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1027				149		
154	153	1379/6	1379/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1028				149		
155	154	230	230	0.0	0	0	Dynamic	3/8	1	1	0						sf				
155	154	230	230	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1029						
155	154	231	231	0.0	1/4	1/4	Dynamic	3/8	1	1	0						p				
155	154	231	231	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1030	p			150		
155	154	925/4	925/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1031				150		
155	154	230	230	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	1032						
156	155	463/2	463/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1033			articStaccatoAbove			
156	155	232	232	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1034				151		
156	155	929/4	929/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1035				151		
156	155	465/2	465/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1036			articStaccatoAbove			
157	156	233	233	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1037				152		
157	156	933/4	933/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1038				152		
157	156	467/2	467/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1039			articStaccatoAbove			
157	156	234	234	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1040			articStaccatoAbove			
158	157	469/2	469/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1041				153		
158	157	471/2	471/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1042				153		
158	157	943/4	943/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1043				153		
158	157	469/2	469/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	1044				154		
158	157	471/2	471/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1045				154		
158	157	943/4	943/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1046				154		
158	157	469/2	469/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1047						
159	158	236	236	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1048			articStaccatoAbove			
159	158	237	237	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1049				155		
