mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
21	20	233/2	233/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	219										
21	20	117	117	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	220										
21	20	235/2	235/2	1.0	1/2	1/2	Chord	12/8	2	1	1/4		1/4	1	221										
21	20	237/2	237/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	222										
21	20	239/2	239/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	223										
21	20	120	120	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	224										
21	20	241/2	241/2	1.0	5/4	5/4	Chord	12/8	2	1	1/4		1/4	1	225										
22	21	122	122	0.0	0	0	Dynamic	12/8	1	1	0					p									
22	21	122	122	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	226				14						
22	21	247/2	247/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	227				14						
22	21	249/2	249/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	228										
22	21	125	125	0.0	3/4	3/4	Spanner	12/8	1	1	0									4					
22	21	125	125	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	229					4					
22	21	253/2	253/2	0.75	9/8	9/8	Chord	12/8	1	1	3/16		1/8	3/2	230					4					
22	21	509/4	509/4	0.0	21/16	21/16	Spanner	12/8	1	1	0														
22	21	509/4	509/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	231				15						
22	21	255/2	255/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	232				15						
22	21	511/4	511/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	233										
22	21	125	125	3.0	3/4	3/4	Chord	12/8	1	2	3/4		1/2	3/2	234										
22	21	122	122	0.0	0	0	Spanner	12/8	2	1	0													23	
22	21	122	122	3.0	0	0	Chord	12/8	2	1	3/4		1/2	3/2	235									23	
22	21	125	125	0.0	3/4	3/4	Spanner	12/8	2	1	0														
22	21	125	125	0.0	3/4	3/4	Spanner	12/8	2	1	0													24	
22	21	125	125	3.0	3/4	3/4	Chord	12/8	2	1	3/4		1/2	3/2	236									24	
23	22	128	128	0.0	0	0	Dynamic	12/8	1	1	0					ff									
23	22	128	128	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	237										
23	22	257/2	257/2	1.0	1/8	1/8	Chord	12/8	1	1	1/4		1/4	1	238										
23	22	259/2	259/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	239										
23	22	261/2	261/2	1.0	5/8	5/8	Chord	12/8	1	1	1/4		1/4	1	240										
23	22	263/2	263/2	1.0	7/8	7/8	Chord	12/8	1	1	1/4		1/4	1	241										
23	22	265/2	265/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	242										
23	22	267/2	267/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	243										
23	22	128	128	0.0	0	0	Spanner	12/8	2	1	0														
23	22	129	129	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	244										
23	22	259/2	259/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	245										
23	22	130	130	1.0	1/2	1/2	Chord	12/8	2	1	1/4		1/4	1	246										
23	22	131	131	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	247										
23	22	132	132	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	248										
23	22	265/2	265/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	249										
23	22	133	133	1.0	5/4	5/4	Chord	12/8	2	1	1/4		1/4	1	250										
24	23	269/2	269/2	0.0	0	0	Dynamic	12/8	1	1	0					p									
24	23	269/2	269/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	251				16						
24	23	136	136	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	252				16						
24	23	137	137	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	253										
24	23	275/2	275/2	0.0	3/4	3/4	Spanner	12/8	1	1	0									5					
24	23	275/2	275/2	0.0	3/4	3/4	Chord	12/8	1	1	0	appoggiatura	1/8	1	254					5					
24	23	275/2	275/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	255					5					
24	23	139	139	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	256					5					
24	23	140	140	0.0	11/8	11/8	Spanner	12/8	1	1	0														
24	23	140	140	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	257										
24	23	561/4	561/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	258										
24	23	269/2	269/2	0.0	0	0	Spanner	12/8	2	1	0													25	
24	23	269/2	269/2	3.0	0	0	Chord	12/8	2	1	3/4		1/2	3/2	259									25	
24	23	275/2	275/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
24	23	275/2	275/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													26	
24	23	275/2	275/2	3.0	3/4	3/4	Chord	12/8	2	1	3/4		1/2	3/2	260									26	
25	24	281/2	281/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	261										
25	24	281/2	281/2	0.0	0	0	Spanner	12/8	2	1	0														
25	24	281/2	281/2	0.0	0	0	Spanner	12/8	2	1	0													27	
25	24	281/2	281/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	262									27	
25	24	141	141	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	263									27	
25	24	283/2	283/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	264									27	
25	24	142	142	0.0	3/8	3/8	Spanner	12/8	2	1	0														
25	24	142	142	0.0	3/8	3/8	Spanner	12/8	2	1	0													28	
25	24	142	142	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	265									28	
25	24	285/2	285/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	266									28	
25	24	143	143	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	267									28	
25	24	287/2	287/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
25	24	287/2	287/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													29	
25	24	287/2	287/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	268									29	
25	24	144	144	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	269									29	
25	24	289/2	289/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	270									29	
25	24	145	145	0.0	9/8	9/8	Spanner	12/8	2	1	0														
25	24	145	145	0.0	9/8	9/8	Spanner	12/8	2	1	0													30	
25	24	145	145	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	271									30	
25	24	291/2	291/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	272									30	
25	24	146	146	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	273									30	
26	25	293/2	293/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	274										
26	25	293/2	293/2	0.0	0	0	Spanner	12/8	2	1	0														
26	25	293/2	293/2	0.0	0	0	Spanner	12/8	2	1	0													31	
26	25	147	147	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	275									31	
26	25	295/2	295/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	276									31	
26	25	148	148	0.0	3/8	3/8	Spanner	12/8	2	1	0														
26	25	148	148	0.0	3/8	3/8	Spanner	12/8	2	1	0													32	
26	25	148	148	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	277									32	
26	25	297/2	297/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	278									32	
26	25	149	149	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	279									32	
26	25	299/2	299/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
26	25	299/2	299/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													33	
26	25	299/2	299/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	280									33	
26	25	150	150	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	281									33	
26	25	301/2	301/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	282									33	
26	25	151	151	0.0	9/8	9/8	Spanner	12/8	2	1	0														
26	25	151	151	0.0	9/8	9/8	Spanner	12/8	2	1	0													34	
26	25	151	151	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	283									34	
26	25	303/2	303/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	284									34	
26	25	152	152	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	285									34	
27	26	305/2	305/2	0.0	0	0	Dynamic	12/8	1	1	0					sfp									
27	26	305/2	305/2	6.0	0	0	Chord	12/8	1	1	3/2		1	3/2	286										
27	26	305/2	305/2	0.0	0	0	Spanner	12/8	2	1	0														
27	26	305/2	305/2	0.0	0	0	Spanner	12/8	2	1	0													35	
27	26	153	153	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	287									35	
27	26	307/2	307/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	288									35	
27	26	154	154	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	289									35	
27	26	309/2	309/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	290									35	
27	26	155	155	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	291									35	
27	26	311/2	311/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	292									35	
27	26	156	156	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	293									35	
27	26	313/2	313/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	294									35	
27	26	157	157	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	295									35	
27	26	315/2	315/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	296									35	
27	26	158	158	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	297									35	
28	27	317/2	317/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	298										
28	27	163	163	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	299										
28	27	164	164	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	300										
28	27	657/4	657/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	301										
28	27	317/2	317/2	0.0	0	0	Spanner	12/8	2	1	0														
28	27	317/2	317/2	0.0	0	0	Spanner	12/8	2	1	0													36	
28	27	317/2	317/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	302									36	
28	27	159	159	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	303									36	
28	27	319/2	319/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	304									36	
28	27	160	160	0.0	3/8	3/8	Spanner	12/8	2	1	0														
28	27	160	160	0.0	3/8	3/8	Spanner	12/8	2	1	0													37	
28	27	160	160	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	305									37	
28	27	321/2	321/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	306									37	
28	27	161	161	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	307									37	
28	27	323/2	323/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
28	27	323/2	323/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													38	
28	27	323/2	323/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	308									38	
28	27	162	162	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	309									38	
28	27	325/2	325/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	310									38	
28	27	163	163	0.0	9/8	9/8	Spanner	12/8	2	1	0														
28	27	163	163	0.0	9/8	9/8	Spanner	12/8	2	1	0													39	
28	27	163	163	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	311									39	
28	27	327/2	327/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	312									39	
28	27	164	164	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	313									39	
29	28	329/2	329/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	314				17						
29	28	331/2	331/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	315										
29	28	167	167	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	316										
29	28	337/2	337/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	317										
29	28	681/4	681/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	318										
29	28	329/2	329/2	0.0	0	0	Spanner	12/8	2	1	0														
29	28	329/2	329/2	0.0	0	0	Spanner	12/8	2	1	0													40	
29	28	329/2	329/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	319									40	
29	28	165	165	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	320									40	
29	28	331/2	331/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	321									40	
29	28	166	166	0.0	3/8	3/8	Spanner	12/8	2	1	0														
29	28	166	166	0.0	3/8	3/8	Spanner	12/8	2	1	0													41	
29	28	166	166	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	322									41	
29	28	333/2	333/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	323									41	
29	28	167	167	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	324									41	
29	28	335/2	335/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
29	28	335/2	335/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													42	
29	28	335/2	335/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	325									42	
29	28	168	168	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	326									42	
29	28	337/2	337/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	327									42	
29	28	169	169	0.0	9/8	9/8	Spanner	12/8	2	1	0														
29	28	169	169	0.0	9/8	9/8	Spanner	12/8	2	1	0													43	
29	28	169	169	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	328									43	
29	28	339/2	339/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	329									43	
29	28	170	170	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	330									43	
30	29	341/2	341/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	331				18						
30	29	343/2	343/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	332										
30	29	173	173	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	333										
30	29	349/2	349/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	334										
30	29	705/4	705/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	335										
30	29	341/2	341/2	0.0	0	0	Spanner	12/8	2	1	0														
30	29	341/2	341/2	0.0	0	0	Spanner	12/8	2	1	0													44	
30	29	341/2	341/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	336									44	
30	29	171	171	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	337									44	
30	29	343/2	343/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	338									44	
30	29	172	172	0.0	3/8	3/8	Spanner	12/8	2	1	0														
30	29	172	172	0.0	3/8	3/8	Spanner	12/8	2	1	0													45	
30	29	172	172	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	339									45	
30	29	345/2	345/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	340									45	
30	29	173	173	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	341									45	
30	29	347/2	347/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
30	29	347/2	347/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													46	
30	29	347/2	347/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	342									46	
30	29	174	174	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	343									46	
30	29	349/2	349/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	344									46	
30	29	175	175	0.0	9/8	9/8	Spanner	12/8	2	1	0														
30	29	175	175	0.0	9/8	9/8	Spanner	12/8	2	1	0													47	
30	29	175	175	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	345									47	
30	29	351/2	351/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	346									47	
30	29	176	176	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	347									47	
31	30	353/2	353/2	0.0	0	0	Dynamic	12/8	1	1	0					sfp									
31	30	353/2	353/2	6.0	0	0	Chord	12/8	1	1	3/2		1	3/2	348										
31	30	353/2	353/2	0.0	0	0	Spanner	12/8	2	1	0														
31	30	353/2	353/2	0.0	0	0	Spanner	12/8	2	1	0													48	
31	30	177	177	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	349									48	
31	30	355/2	355/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	350									48	
31	30	178	178	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	351									48	
31	30	357/2	357/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	352									48	
31	30	179	179	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	353									48	
31	30	359/2	359/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	354									48	
31	30	180	180	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	355									48	
31	30	361/2	361/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	356									48	
31	30	181	181	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	357									48	
31	30	363/2	363/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	358									48	
31	30	182	182	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	359									48	
32	31	365/2	365/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	360										
32	31	371/2	371/2	0.0	3/4	3/4	Spanner	12/8	1	1	0											2			
32	31	371/2	371/2	3.0	3/4	3/4	Chord	12/8	1	1	3/4		1/2	3/2	361							2			
32	31	365/2	365/2	0.0	0	0	Spanner	12/8	2	1	0														
32	31	365/2	365/2	0.0	0	0	Spanner	12/8	2	1	0													49	
32	31	183	183	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	362									49	
32	31	367/2	367/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	363									49	
32	31	184	184	0.0	3/8	3/8	Spanner	12/8	2	1	0														
32	31	184	184	0.0	3/8	3/8	Spanner	12/8	2	1	0													50	
32	31	184	184	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	364									50	
32	31	369/2	369/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	365									50	
32	31	185	185	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	366									50	
32	31	371/2	371/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
32	31	371/2	371/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													51	
32	31	186	186	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	367									51	
32	31	373/2	373/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	368									51	
32	31	187	187	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	369									51	
32	31	375/2	375/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	370									51	
32	31	188	188	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	371									51	
33	32	377/2	377/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	372							2			
33	32	383/2	383/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	373							2			
33	32	377/2	377/2	0.0	0	0	Spanner	12/8	2	1	0														
33	32	377/2	377/2	0.0	0	0	Spanner	12/8	2	1	0													52	
33	32	189	189	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	374									52	
33	32	379/2	379/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	375									52	
33	32	190	190	0.0	3/8	3/8	Spanner	12/8	2	1	0														
33	32	190	190	0.0	3/8	3/8	Spanner	12/8	2	1	0													53	
33	32	190	190	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	376									53	
33	32	381/2	381/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	377									53	
33	32	191	191	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	378									53	
33	32	383/2	383/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
33	32	383/2	383/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													54	
33	32	192	192	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	379									54	
33	32	385/2	385/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	380									54	
33	32	193	193	0.0	9/8	9/8	Spanner	12/8	2	1	0														
33	32	193	193	0.0	9/8	9/8	Spanner	12/8	2	1	0													55	
33	32	193	193	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	381									55	
33	32	387/2	387/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	382									55	
33	32	194	194	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	383									55	
34	33	389/2	389/2	0.0	0	0	Dynamic	12/8	1	1	0					pp									
34	33	389/2	389/2	0.0	0	0	Spanner	12/8	1	1	0														
34	33	389/2	389/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	384										
34	33	389/2	389/2	0.0	0	0	Spanner	12/8	2	1	0													56	
34	33	389/2	389/2	0.0	0	0	Spanner	12/8	2	1	0													56	
34	33	195	195	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	385									56	
34	33	391/2	391/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	386									56	
34	33	196	196	0.0	3/8	3/8	Spanner	12/8	2	1	0														
34	33	196	196	0.0	3/8	3/8	Spanner	12/8	2	1	0													57	
34	33	196	196	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	387									57	
34	33	393/2	393/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	388									57	
34	33	197	197	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	389									57	
34	33	395/2	395/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
34	33	395/2	395/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													58	
34	33	395/2	395/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	390									58	
34	33	198	198	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	391									58	
34	33	397/2	397/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	392									58	
34	33	199	199	0.0	9/8	9/8	Spanner	12/8	2	1	0														
34	33	199	199	0.0	9/8	9/8	Spanner	12/8	2	1	0													59	
34	33	199	199	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	393									59	
34	33	399/2	399/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	394									59	
34	33	200	200	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	395									59	
35	34	401/2	401/2	0.0	0	0	Dynamic	12/8	1	1	0					pp									
35	34	401/2	401/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	396										
35	34	401/2	401/2	0.0	0	0	Spanner	12/8	2	1	0														
35	34	401/2	401/2	0.0	0	0	Spanner	12/8	2	1	0													60	
35	34	201	201	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	397									60	
35	34	403/2	403/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	398									60	
35	34	202	202	0.0	3/8	3/8	Spanner	12/8	2	1	0														
35	34	202	202	0.0	3/8	3/8	Spanner	12/8	2	1	0													61	
35	34	202	202	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	399									61	
35	34	405/2	405/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	400									61	
35	34	203	203	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	401									61	
35	34	407/2	407/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
35	34	407/2	407/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													62	
35	34	407/2	407/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	402									62	
35	34	204	204	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	403									62	
35	34	409/2	409/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	404									62	
35	34	205	205	0.0	9/8	9/8	Spanner	12/8	2	1	0														
35	34	205	205	0.0	9/8	9/8	Spanner	12/8	2	1	0													63	
35	34	205	205	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	405									63	
35	34	411/2	411/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	406									63	
35	34	206	206	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	407									63	
36	35	211	211	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	408				19						
36	35	212	212	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	409				19						
36	35	849/4	849/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	410										
36	35	413/2	413/2	0.0	0	0	StaffText	12/8	2	1	0							<i>dolce</i>							
36	35	413/2	413/2	0.0	0	0	Spanner	12/8	2	1	0														
36	35	413/2	413/2	0.0	0	0	Spanner	12/8	2	1	0													64	
36	35	413/2	413/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	411				20					64	
36	35	207	207	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	412				20					64	
36	35	415/2	415/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	413				20					64	
36	35	208	208	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	414				20					64	
36	35	417/2	417/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	415				20					64	
36	35	209	209	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	416				20					64	
36	35	419/2	419/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	417				20					64	
36	35	210	210	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	418				20					64	
36	35	421/2	421/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	419				20					64	
36	35	211	211	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	420				20					64	
36	35	423/2	423/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	421				20					64	
36	35	212	212	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	422									64	
37	36	425/2	425/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	423				21						
37	36	214	214	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	424				21						
37	36	215	215	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	425				21						
37	36	861/4	861/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	426				21						
37	36	431/2	431/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	427				21						
37	36	217	217	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	428				21						
