mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
17	15	111/2	111/2	0.5	0	0	Chord	12/16	1	1	1/8		1/8	1	261				18						6
17	15	56	56	0.25	1/8	1/8	Chord	12/16	1	1	1/16		1/16	1	262				18						6
17	15	225/4	225/4	0.5	3/16	3/16	Chord	12/16	1	1	1/8		1/8	1	263				18						6
17	15	227/4	227/4	0.25	5/16	5/16	Chord	12/16	1	1	1/16		1/16	1	264				18						6
17	15	57	57	0.5	3/8	3/8	Chord	12/16	1	1	1/8		1/8	1	265				18						6
17	15	115/2	115/2	0.25	1/2	1/2	Chord	12/16	1	1	1/16		1/16	1	266	>			18						6
17	15	231/4	231/4	0.0	9/16	9/16	Spanner	12/16	1	1	0								18						
17	15	231/4	231/4	0.0	9/16	9/16	Spanner	12/16	1	1	0								18					4	
17	15	231/4	231/4	0.25	9/16	9/16	Chord	12/16	1	1	1/16		1/16	1	267				18					4	
17	15	58	58	0.25	5/8	5/8	Chord	12/16	1	1	1/16		1/16	1	268				18					4	
17	15	233/4	233/4	0.125	11/16	11/16	Chord	12/16	1	1	1/32		1/32	1	269				18					4	
17	15	467/8	467/8	0.125	23/32	23/32	Chord	12/16	1	1	1/32		1/32	1	270									4	
17	15	111/2	111/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	271										
17	15	223/4	223/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	272										
17	15	56	56	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	273										
17	15	225/4	225/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	274										
17	15	113/2	113/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	275										
17	15	227/4	227/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	276										
17	15	57	57	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	277										
17	15	229/4	229/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	278										
17	15	115/2	115/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	279										
17	15	231/4	231/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	280										
17	15	58	58	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	281										
17	15	233/4	233/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	282										
18	16	117/2	117/2	0.0	0	0	Spanner	12/16	1	1	0														
18	16	117/2	117/2	1.5	0	0	Chord	12/16	1	1	3/8		1/4	3/2	283				19						
18	16	60	60	0.75	3/8	3/8	Chord	12/16	1	1	3/16		1/8	3/2	284										
18	16	243/4	243/4	0.75	9/16	9/16	Chord	12/16	1	1	3/16		1/8	3/2	285				20						
18	16	117/2	117/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	286										
18	16	235/4	235/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	287										
18	16	59	59	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	288										
18	16	237/4	237/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	289										
18	16	119/2	119/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	290										
18	16	239/4	239/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	291										
18	16	60	60	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	292										
18	16	241/4	241/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	293										
18	16	121/2	121/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	294										
18	16	243/4	243/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	295										
18	16	61	61	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	296										
18	16	245/4	245/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	297										
19	17	123/2	123/2	0.75	0	0	Chord	12/16	1	1	3/16		1/8	3/2	298				20						
19	17	249/4	249/4	0.75	3/16	3/16	Chord	12/16	1	1	3/16		1/8	3/2	299				20						
19	17	63	63	0.75	3/8	3/8	Chord	12/16	1	1	3/16		1/8	3/2	300				20						
19	17	255/4	255/4	0.5	9/16	9/16	Chord	12/16	1	1	1/8		1/8	1	301				20						
19	17	257/4	257/4	0.25	11/16	11/16	Chord	12/16	1	1	1/16		1/16	1	302										
19	17	123/2	123/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	303										
19	17	247/4	247/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	304										
19	17	62	62	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	305										
19	17	249/4	249/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	306										
19	17	125/2	125/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	307										
19	17	251/4	251/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	308										
19	17	63	63	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	309										
19	17	253/4	253/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	310										
19	17	127/2	127/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	311										
19	17	255/4	255/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	312										
19	17	64	64	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	313										
19	17	257/4	257/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	314										
20	18	129/2	129/2	0.75	0	0	Chord	12/16	1	1	3/16		1/8	3/2	315				21						
20	18	261/4	261/4	0.75	3/16	3/16	Chord	12/16	1	1	3/16		1/8	3/2	316				21						
20	18	66	66	0.0	3/8	3/8	Spanner	12/16	1	1	0								21						7
20	18	66	66	0.75	3/8	3/8	Chord	12/16	1	1	3/16		1/8	3/2	317				21						7
20	18	267/4	267/4	0.75	9/16	9/16	Chord	12/16	1	1	3/16		1/8	3/2	318				21						7
20	18	131/2	131/2	0.25	1/4	1/4	Chord	12/16	1	2	1/16		1/16	1	319										7
20	18	263/4	263/4	0.25	5/16	5/16	Chord	12/16	1	2	1/16		1/16	1	320										7
20	18	66	66	0.25	3/8	3/8	Chord	12/16	1	2	1/16		1/16	1	321										7
20	18	265/4	265/4	0.25	7/16	7/16	Chord	12/16	1	2	1/16		1/16	1	322										7
20	18	133/2	133/2	0.25	1/2	1/2	Chord	12/16	1	2	1/16		1/16	1	323										7
20	18	267/4	267/4	0.25	9/16	9/16	Chord	12/16	1	2	1/16		1/16	1	324										7
20	18	67	67	0.25	5/8	5/8	Chord	12/16	1	2	1/16		1/16	1	325										7
20	18	269/4	269/4	0.25	11/16	11/16	Chord	12/16	1	2	1/16		1/16	1	326										7
20	18	129/2	129/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	327										
20	18	259/4	259/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	328										
20	18	65	65	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	329										
20	18	261/4	261/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	330										
20	18	131/2	131/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	331										
20	18	263/4	263/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	332										
20	18	66	66	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	333										
20	18	265/4	265/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	334										
20	18	133/2	133/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	335										
20	18	267/4	267/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	336										
20	18	67	67	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	337										
20	18	269/4	269/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	338										
21	19	135/2	135/2	0.5	0	0	Chord	12/16	1	1	1/8		1/8	1	339				21						7
21	19	68	68	0.25	1/8	1/8	Chord	12/16	1	1	1/16		1/16	1	340				21						7
21	19	273/4	273/4	0.5	3/16	3/16	Chord	12/16	1	1	1/8		1/8	1	341				21						7
21	19	275/4	275/4	0.25	5/16	5/16	Chord	12/16	1	1	1/16		1/16	1	342				21						7
21	19	69	69	0.5	3/8	3/8	Chord	12/16	1	1	1/8		1/8	1	343				21						7
21	19	139/2	139/2	0.25	1/2	1/2	Chord	12/16	1	1	1/16		1/16	1	344				21						7
21	19	279/4	279/4	0.0	9/16	9/16	Spanner	12/16	1	1	0								21						
21	19	279/4	279/4	0.0	9/16	9/16	Spanner	12/16	1	1	0								21					5	
21	19	279/4	279/4	0.25	9/16	9/16	Chord	12/16	1	1	1/16		1/16	1	345				21, 22					5	
21	19	70	70	0.25	5/8	5/8	Chord	12/16	1	1	1/16		1/16	1	346				21					5	
21	19	281/4	281/4	0.25	11/16	11/16	Chord	12/16	1	1	1/16		1/16	1	347			articStaccatoAbove						5	
21	19	135/2	135/2	0.25	0	0	Chord	12/16	1	2	1/16		1/16	1	348									5	
21	19	271/4	271/4	0.25	1/16	1/16	Chord	12/16	1	2	1/16		1/16	1	349									5	
21	19	68	68	0.25	1/8	1/8	Chord	12/16	1	2	1/16		1/16	1	350									5	
21	19	273/4	273/4	0.25	3/16	3/16	Chord	12/16	1	2	1/16		1/16	1	351									5	
21	19	137/2	137/2	0.25	1/4	1/4	Chord	12/16	1	2	1/16		1/16	1	352									5	
21	19	275/4	275/4	0.25	5/16	5/16	Chord	12/16	1	2	1/16		1/16	1	353									5	
21	19	135/2	135/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	354										
21	19	271/4	271/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	355										
21	19	68	68	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	356										
21	19	273/4	273/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	357										
21	19	137/2	137/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	358										
21	19	275/4	275/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	359										
21	19	69	69	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	360										
21	19	277/4	277/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	361										
21	19	139/2	139/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	362										
21	19	279/4	279/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	363										
21	19	70	70	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	364										
21	19	281/4	281/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	365										
22	20	141/2	141/2	0.0	0	0	Spanner	12/16	1	1	0														
22	20	141/2	141/2	1.5	0	0	Chord	12/16	1	1	3/8		1/4	3/2	366				23						
22	20	72	72	0.75	3/8	3/8	Chord	12/16	1	1	3/16		1/8	3/2	367				23						
22	20	291/4	291/4	0.75	9/16	9/16	Chord	12/16	1	1	3/16		1/8	3/2	368										
22	20	141/2	141/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	369										
22	20	283/4	283/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	370										
22	20	71	71	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	371										
22	20	285/4	285/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	372										
22	20	143/2	143/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	373										
22	20	287/4	287/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	374										
22	20	72	72	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	375										
22	20	289/4	289/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	376										
22	20	145/2	145/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	377										
22	20	291/4	291/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	378										
22	20	73	73	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	379										
22	20	293/4	293/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	380										
23	21	147/2	147/2	1.5	0	0	Chord	12/16	1	1	3/8		1/4	3/2	381				24						
23	21	75	75	0.0	3/8	3/8	Spanner	12/16	1	1	0								24					6	
23	21	75	75	1.5	3/8	3/8	Chord	12/16	1	1	3/8		1/4	3/2	382				24					6	
23	21	295/4	295/4	0.0	1/16	1/16	Spanner	12/16	1	2	0													6	8
23	21	295/4	295/4	0.25	1/16	1/16	Chord	12/16	1	2	1/16		1/16	1	383									6	8
23	21	74	74	0.25	1/8	1/8	Chord	12/16	1	2	1/16		1/16	1	384									6	8
23	21	297/4	297/4	0.25	3/16	3/16	Chord	12/16	1	2	1/16		1/16	1	385									6	8
23	21	149/2	149/2	0.25	1/4	1/4	Chord	12/16	1	2	1/16		1/16	1	386									6	8
23	21	299/4	299/4	0.25	5/16	5/16	Chord	12/16	1	2	1/16		1/16	1	387									6	8
23	21	75	75	0.0	3/8	3/8	Spanner	12/16	1	2	0													6	
23	21	75	75	0.75	3/8	3/8	Chord	12/16	1	2	3/16		1/8	3/2	388									6	
23	21	303/4	303/4	0.75	9/16	9/16	Chord	12/16	1	2	3/16		1/8	3/2	389									6	
23	21	147/2	147/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	390										
23	21	295/4	295/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	391										
23	21	74	74	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	392										
23	21	297/4	297/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	393										
23	21	149/2	149/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	394										
23	21	299/4	299/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	395										
23	21	75	75	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	396										
23	21	301/4	301/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	397										
23	21	151/2	151/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	398										
23	21	303/4	303/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	399										
23	21	76	76	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	400										
23	21	305/4	305/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	401										
24	22	153/2	153/2	0.0	0	0	Spanner	12/16	1	1	0								24						
24	22	153/2	153/2	0.0	0	0	Spanner	12/16	1	1	0								24						9
24	22	153/2	153/2	1.5	0	0	Chord	12/16	1	1	3/8		1/4	3/2	402				24						9
24	22	78	78	0.0	3/8	3/8	Spanner	12/16	1	1	0								24						
24	22	78	78	0.0	3/8	3/8	Spanner	12/16	1	1	0								24					7	
24	22	78	78	0.75	3/8	3/8	Chord	12/16	1	1	3/16		1/8	3/2	403				24					7	
24	22	315/4	315/4	0.75	9/16	9/16	Chord	12/16	1	1	3/16		1/8	3/2	404				24					7	
24	22	153/2	153/2	0.25	0	0	Chord	12/16	1	2	1/16		1/16	1	405									7	
24	22	307/4	307/4	0.25	1/16	1/16	Chord	12/16	1	2	1/16		1/16	1	406									7	
24	22	77	77	0.25	1/8	1/8	Chord	12/16	1	2	1/16		1/16	1	407									7	
24	22	309/4	309/4	0.25	3/16	3/16	Chord	12/16	1	2	1/16		1/16	1	408				25					7	
24	22	155/2	155/2	0.25	1/4	1/4	Chord	12/16	1	2	1/16		1/16	1	409									7	
24	22	311/4	311/4	0.25	5/16	5/16	Chord	12/16	1	2	1/16		1/16	1	410									7	
24	22	78	78	0.5	3/8	3/8	Chord	12/16	1	2	1/8		1/8	1	411									7	
24	22	157/2	157/2	0.25	1/2	1/2	Chord	12/16	1	2	1/16		1/16	1	412									7	
24	22	315/4	315/4	0.5	9/16	9/16	Chord	12/16	1	2	1/8		1/8	1	413									7	
24	22	317/4	317/4	0.25	11/16	11/16	Chord	12/16	1	2	1/16		1/16	1	414									7	
24	22	153/2	153/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	415										
24	22	307/4	307/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	416										
24	22	77	77	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	417										
24	22	309/4	309/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	418										
24	22	155/2	155/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	419										
24	22	311/4	311/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	420										
24	22	78	78	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	421										
24	22	313/4	313/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	422										
24	22	157/2	157/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	423										
24	22	315/4	315/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	424										
24	22	79	79	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	425										
24	22	317/4	317/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	426										
25	23	159/2	159/2	0.0	0	0	Spanner	12/16	1	1	0														
25	23	159/2	159/2	0.75	0	0	Chord	12/16	1	1	3/16		1/8	3/2	427										
25	23	321/4	321/4	0.25	3/16	3/16	Chord	12/16	1	1	1/16		1/16	1	428										
25	23	161/2	161/2	0.25	1/4	1/4	Chord	12/16	1	1	1/16		1/16	1	429			articStaccatoAbove	26						
25	23	323/4	323/4	0.25	5/16	5/16	Chord	12/16	1	1	1/16		1/16	1	430			articStaccatoAbove							
25	23	81	81	0.5	3/8	3/8	Chord	12/16	1	1	1/8		1/8	1	431				27						
25	23	163/2	163/2	0.25	1/2	1/2	Chord	12/16	1	1	1/16		1/16	1	432				27						
25	23	327/4	327/4	0.5	9/16	9/16	Chord	12/16	1	1	1/8		1/8	1	433				27						
25	23	329/4	329/4	0.25	11/16	11/16	Chord	12/16	1	1	1/16		1/16	1	434										
25	23	159/2	159/2	0.25	0	0	Chord	12/16	1	2	1/16		1/16	1	435										
25	23	319/4	319/4	0.25	1/16	1/16	Chord	12/16	1	2	1/16		1/16	1	436										
25	23	80	80	0.25	1/8	1/8	Chord	12/16	1	2	1/16		1/16	1	437										
25	23	321/4	321/4	0.25	3/16	3/16	Chord	12/16	1	2	1/16		1/16	1	438										
25	23	161/2	161/2	0.25	1/4	1/4	Chord	12/16	1	2	1/16		1/16	1	439										
25	23	323/4	323/4	0.25	5/16	5/16	Chord	12/16	1	2	1/16		1/16	1	440										
25	23	159/2	159/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	441										
25	23	319/4	319/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	442										
25	23	80	80	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	443										
25	23	321/4	321/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	444										
25	23	161/2	161/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	445										
25	23	323/4	323/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	446										
25	23	81	81	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	447										
25	23	325/4	325/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	448										
25	23	163/2	163/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	449										
25	23	327/4	327/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	450										
25	23	82	82	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	451										
25	23	329/4	329/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	452										
26	24	165/2	165/2	1.5	0	0	Chord	12/16	1	1	3/8		1/4	3/2	453				28						
26	24	84	84	1.5	3/8	3/8	Chord	12/16	1	1	3/8		1/4	3/2	454										
26	24	333/4	333/4	0.25	3/16	3/16	Chord	12/16	1	2	1/16		1/16	1	455										
26	24	167/2	167/2	0.25	1/4	1/4	Chord	12/16	1	2	1/16		1/16	1	456										
26	24	335/4	335/4	0.25	5/16	5/16	Chord	12/16	1	2	1/16		1/16	1	457										
26	24	84	84	0.75	3/8	3/8	Chord	12/16	1	2	3/16		1/8	3/2	458										
26	24	339/4	339/4	0.0	9/16	9/16	Spanner	12/16	1	2	0													8	
26	24	339/4	339/4	0.75	9/16	9/16	Chord	12/16	1	2	3/16		1/8	3/2	459				29					8	
26	24	165/2	165/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	460										
26	24	331/4	331/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	461										
26	24	83	83	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	462										
26	24	333/4	333/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	463										
26	24	167/2	167/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	464										
26	24	335/4	335/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	465										
26	24	84	84	0.75	3/8	3/8	Chord	12/16	2	1	3/16		1/8	3/2	466										
26	24	339/4	339/4	0.75	9/16	9/16	Chord	12/16	2	1	3/16		1/8	3/2	467				30						
27	25	171/2	171/2	0.75	0	0	Chord	12/16	1	1	3/16		1/8	3/2	468										
27	25	345/4	345/4	0.75	3/16	3/16	Chord	12/16	1	1	3/16		1/8	3/2	469										
27	25	87	87	0.5	3/8	3/8	Chord	12/16	1	1	1/8		1/8	1	470										
27	25	351/4	351/4	0.5	9/16	9/16	Chord	12/16	1	1	1/8		1/8	1	471										
27	25	171/2	171/2	0.0	0	0	Spanner	12/16	1	2	0								29						
27	25	171/2	171/2	0.75	0	0	Chord	12/16	2	1	3/16		1/8	3/2	472				30						
27	25	345/4	345/4	0.75	3/16	3/16	Chord	12/16	2	1	3/16		1/8	3/2	473				30						
27	25	87	87	0.5	3/8	3/8	Chord	12/16	2	1	1/8		1/8	1	474										
27	25	351/4	351/4	0.5	9/16	9/16	Chord	12/16	2	1	1/8		1/8	1	475										
28	25	177/2	177/2	1.5	0	0	Chord	12/16	1	1	3/8		1/4	3/2	476										
28	25	177/2	177/2	1.5	0	0	Chord	12/16	2	1	3/8		1/4	3/2	477										
29	25	90	90	0.0	0	3/8	Dynamic	6/8	1	1	0						p								
29	25	90	90	1.5	0	3/8	Chord	6/8	2	1	3/8		1/4	3/2	478				31						
30	26	183/2	183/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	479				31						
30	26	93	93	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	480				31						
31	27	189/2	189/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	481				31						
31	27	96	96	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	482				31						
32	28	195/2	195/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	483				31						
32	28	99	99	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	484				31						
32	28	100	100	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	485										
33	29	102	102	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	486										
33	29	201/2	201/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	487				32						
33	29	102	102	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	488				32						
33	29	205/2	205/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	489				32						
33	29	103	103	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	490				32						
34	30	207/2	207/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	491										
34	30	105	105	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	492										
34	30	207/2	207/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	493				32						
34	30	104	104	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	494				32						
34	30	209/2	209/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	495				32						
34	30	105	105	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	496				32						
34	30	211/2	211/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	497				32						
34	30	106	106	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	498				32						
35	31	213/2	213/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	499										
35	31	108	108	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	500										
35	31	213/2	213/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	501				32						
35	31	107	107	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	502				32						
35	31	215/2	215/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	503				32						
35	31	108	108	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	504				32						
35	31	217/2	217/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	505				32						
35	31	109	109	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	506				32						
36	32	219/2	219/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	507										
36	32	111	111	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	508										
36	32	112	112	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	509										
36	32	219/2	219/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	510				32						
36	32	110	110	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	511				32						
36	32	221/2	221/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	512				32						
36	32	111	111	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	513				32						
36	32	223/2	223/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	514				32						
36	32	112	112	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	515										
37	33	225/2	225/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	516										
37	33	114	114	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	517										
37	33	225/2	225/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	518										
37	33	113	113	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	519										
37	33	227/2	227/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	520										
37	33	114	114	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	521										
37	33	229/2	229/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	522										
37	33	115	115	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	523										
38	34	231/2	231/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	524										
38	34	117	117	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	525										
38	34	118	118	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	526										
38	34	231/2	231/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	527										
38	34	116	116	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	528										
38	34	233/2	233/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	529										
38	34	117	117	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	530										
