mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	264			articStaccatoBelow		
29	28	83	83	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	265			articStaccatoBelow		
29	28	84	84	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	266			articStaccatoBelow		
30	29	169/2	169/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	267					
30	29	169/2	169/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	268					
30	29	339/4	339/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	269					
30	29	85	85	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	270					
30	29	341/4	341/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	271					
30	29	171/2	171/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	272					
30	29	343/4	343/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	273					
30	29	86	86	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	274					
30	29	345/4	345/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	275					
30	29	173/2	173/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	276					
30	29	347/4	347/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	277					
30	29	87	87	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	278					
30	29	349/4	349/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	279					
31	30	175/2	175/2	0.0	0	0	Dynamic	6/8	1	1	0						p			
31	30	175/2	175/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	280				22	
31	30	89	89	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	281				22	
31	30	179/2	179/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	282				22	
31	30	90	90	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	283					
31	30	175/2	175/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	284					
31	30	351/4	351/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	285					
31	30	88	88	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	286					
31	30	353/4	353/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	287					
31	30	177/2	177/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	288					
31	30	355/4	355/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	289					
31	30	89	89	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	290					
31	30	357/4	357/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	291					
31	30	179/2	179/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	292					
31	30	359/4	359/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	293					
31	30	90	90	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	294					
31	30	361/4	361/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	295					
32	31	181/2	181/2	0.0	0	0	Dynamic	6/8	1	1	0						sf			
32	31	181/2	181/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	296				23	
32	31	183/2	183/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	297				23	
32	31	367/4	367/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	298					
32	31	92	92	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf			
32	31	92	92	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	299				24	
32	31	93	93	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	300				24	
32	31	373/4	373/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	301					
32	31	181/2	181/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	302					
32	31	363/4	363/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	303					
32	31	91	91	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	304					
32	31	365/4	365/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	305					
32	31	183/2	183/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	306					
32	31	367/4	367/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	307					
32	31	92	92	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	308					
32	31	369/4	369/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	309					
32	31	185/2	185/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	310					
32	31	371/4	371/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	311					
32	31	93	93	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	312					
32	31	373/4	373/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	313					
33	32	187/2	187/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	314				25	
33	32	95	95	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	315				25	
33	32	191/2	191/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	316				25	
33	32	96	96	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	317					
33	32	187/2	187/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	318					
33	32	375/4	375/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	319					
33	32	94	94	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	320					
33	32	377/4	377/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	321					
33	32	189/2	189/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	322					
33	32	379/4	379/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	323					
33	32	95	95	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	324					
33	32	381/4	381/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	325					
33	32	191/2	191/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	326					
33	32	383/4	383/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	327					
33	32	96	96	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	328					
33	32	385/4	385/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	329					
34	33	193/2	193/2	0.0	0	0	Dynamic	6/8	1	1	0						sf			
34	33	193/2	193/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	330				26	
34	33	195/2	195/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	331				26	
34	33	391/4	391/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	332					
34	33	98	98	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf			
34	33	98	98	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	333				27	
34	33	99	99	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	334				27	
34	33	397/4	397/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	335					
34	33	193/2	193/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	336					
34	33	387/4	387/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	337					
34	33	97	97	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	338					
34	33	389/4	389/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	339					
34	33	195/2	195/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	340					
34	33	391/4	391/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	341					
34	33	98	98	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	342					
34	33	393/4	393/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	343					
34	33	197/2	197/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	344					
34	33	395/4	395/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	345					
34	33	99	99	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	346					
34	33	397/4	397/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	347					
35	34	199/2	199/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	348				28	
35	34	101	101	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	349				28	
35	34	203/2	203/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	350				28	
35	34	102	102	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	351					
35	34	199/2	199/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	352					
35	34	399/4	399/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	353					
35	34	100	100	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	354					
35	34	401/4	401/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	355					
35	34	201/2	201/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	356					
35	34	403/4	403/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	357					
35	34	101	101	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	358					
35	34	405/4	405/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	359					
35	34	203/2	203/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	360					
35	34	407/4	407/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	361					
35	34	102	102	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	362					
35	34	409/4	409/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	363					
36	35	205/2	205/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	364					
36	35	103	103	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	365					
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	366					
36	35	104	104	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	367					
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	368					
36	35	105	105	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	369					
36	35	205/2	205/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	370					
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	371					
36	35	104	104	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	372					
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	373					
36	35	105	105	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	374					
37	36	211/2	211/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	375					
37	36	106	106	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	376					
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	377					
37	36	107	107	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	378					
37	36	215/2	215/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	379					
37	36	108	108	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	380					
37	36	211/2	211/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	381					
37	36	106	106	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	382					
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	383					
37	36	107	107	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	384					
37	36	215/2	215/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	385					
37	36	108	108	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	386					
38	37	217/2	217/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	387					
38	37	109	109	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	388					
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	389					
38	37	110	110	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	390					
38	37	221/2	221/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	391					
38	37	111	111	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	392					
38	37	217/2	217/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	393					
38	37	109	109	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	394					
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	395					
38	37	110	110	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	396					
38	37	221/2	221/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	397					
38	37	111	111	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	398					
39	38	223/2	223/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	399					
39	38	112	112	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	400					
39	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	401					
39	38	223/2	223/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	402					
39	38	112	112	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	403					
39	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	404					
39	38	113	113	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	405					
39	38	227/2	227/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	406					
39	38	114	114	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	407					
39	38	113	113	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	408					
39	38	227/2	227/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	409					
39	38	114	114	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	410					
40	39	459/4	459/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	411					
40	39	115	115	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	412					
40	39	461/4	461/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	413					
40	39	231/2	231/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	414					
40	39	463/4	463/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	415					
40	39	116	116	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	416					
40	39	465/4	465/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	417					
40	39	233/2	233/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	418					
40	39	467/4	467/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	419					
40	39	117	117	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	420					
40	39	469/4	469/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	421					
40	39	229/2	229/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	422					
41	40	235/2	235/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	423				29	
41	40	119	119	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	424				29	
41	40	239/2	239/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	425				29	
41	40	120	120	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	426					
41	40	235/2	235/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	427					
41	40	471/4	471/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	428					
41	40	118	118	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	429					
41	40	473/4	473/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	430					
41	40	237/2	237/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	431					
41	40	475/4	475/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	432					
41	40	119	119	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	433					
41	40	477/4	477/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	434					
41	40	239/2	239/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	435					
41	40	479/4	479/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	436					
41	40	120	120	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	437					
41	40	481/4	481/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	438					
42	41	241/2	241/2	0.0	0	0	Dynamic	6/8	1	1	0						sf			
42	41	241/2	241/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	439				30	
42	41	243/2	243/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	440				30	
42	41	487/4	487/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	441					
42	41	122	122	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf			
42	41	122	122	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	442				31	
42	41	123	123	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	443				31	
42	41	493/4	493/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	444					
42	41	241/2	241/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	445					
42	41	483/4	483/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	446					
42	41	121	121	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	447					
42	41	485/4	485/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	448					
42	41	243/2	243/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	449					
42	41	487/4	487/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	450					
42	41	122	122	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	451					
42	41	489/4	489/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	452					
42	41	245/2	245/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	453					
42	41	491/4	491/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	454					
42	41	123	123	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	455					
42	41	493/4	493/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	456					
43	42	247/2	247/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	457				32	
43	42	125	125	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	458				32	
43	42	251/2	251/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	459				32	
43	42	126	126	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	460					
43	42	247/2	247/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	461					
43	42	495/4	495/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	462					
43	42	124	124	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	463					
43	42	497/4	497/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	464					
43	42	249/2	249/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	465					
43	42	499/4	499/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	466					
43	42	125	125	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	467					
43	42	501/4	501/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	468					
43	42	251/2	251/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	469					
43	42	503/4	503/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	470					
43	42	126	126	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	471					
43	42	505/4	505/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	472					
44	43	253/2	253/2	0.0	0	0	Dynamic	6/8	1	1	0						sf			
44	43	253/2	253/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	473				33	
44	43	255/2	255/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	474				33	
44	43	511/4	511/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	475					
44	43	128	128	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf			
44	43	128	128	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	476				34	
44	43	129	129	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	477				34	
44	43	517/4	517/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	478					
44	43	253/2	253/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	479					
44	43	507/4	507/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	480					
44	43	127	127	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	481					
44	43	509/4	509/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	482					
44	43	255/2	255/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	483					
44	43	511/4	511/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	484					
44	43	128	128	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	485					
44	43	513/4	513/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	486					
44	43	257/2	257/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	487					
44	43	515/4	515/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	488					
44	43	129	129	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	489					
44	43	517/4	517/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	490					
45	44	259/2	259/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	491				35	
45	44	131	131	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	492				35	
45	44	263/2	263/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	493				35	
45	44	132	132	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	494					
45	44	259/2	259/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	495					
45	44	519/4	519/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	496					
45	44	130	130	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	497					
45	44	521/4	521/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	498					
45	44	261/2	261/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	499					
45	44	523/4	523/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	500					
45	44	131	131	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	501					
45	44	525/4	525/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	502					
45	44	263/2	263/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	503					
45	44	527/4	527/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	504					
45	44	132	132	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	505					
45	44	529/4	529/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	506					
46	45	265/2	265/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	507					
46	45	133	133	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	508					
46	45	267/2	267/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	509					
46	45	134	134	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	510					
46	45	269/2	269/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	511					
46	45	135	135	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	512					
46	45	267/2	267/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	513					
46	45	134	134	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	514					
46	45	269/2	269/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	515					
46	45	135	135	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	516					
46	45	265/2	265/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	517					
47	46	271/2	271/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	518					
47	46	136	136	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	519					
47	46	273/2	273/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	520					
47	46	137	137	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	521					
47	46	275/2	275/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	522					
47	46	138	138	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	523					
47	46	271/2	271/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	524					
47	46	136	136	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	525					
47	46	273/2	273/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	526					
47	46	137	137	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	527					
47	46	275/2	275/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	528					
47	46	138	138	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	529					
48	47	277/2	277/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	530					
48	47	139	139	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	531					
48	47	279/2	279/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	532					
48	47	140	140	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	533					
48	47	281/2	281/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	534					
48	47	141	141	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	535					
48	47	277/2	277/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	536					
48	47	279/2	279/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	537					
48	47	140	140	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	538					
48	47	281/2	281/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	539					
48	47	141	141	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	540					
49	48	283/2	283/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	541					
49	48	142	142	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	542					
49	48	285/2	285/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	543					
49	48	143	143	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	544					
49	48	287/2	287/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	545					
49	48	144	144	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	546					
49	48	283/2	283/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	547					
49	48	142	142	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	548					
