mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
74	72	288	292	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	829								
74	72	1153/4	1169/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	830								
74	72	577/2	585/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	831								
74	72	1155/4	1171/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	832								
74	72	289	293	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	833								
74	72	1157/4	1173/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	834								
74	72	579/2	587/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	835								
74	72	1159/4	1175/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	836								
74	72	290	294	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	837								
74	72	1161/4	1177/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	838								
74	72	581/2	589/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	839								
74	72	1163/4	1179/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	840								
74	72	291	295	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	841								
74	72	1165/4	1181/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	842								
74	72	583/2	591/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	843								
74	72	1167/4	1183/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	844								
75	73	292	296	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	845				75				
75	73	293	297	0.0		1/4	1/4	Dynamic	4/4	1	1	0						rf		75				
75	73	293	297	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	846				75				
75	73	295	299	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	847								
75	73	292	296	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	848								
75	73	1169/4	1185/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	849								
75	73	585/2	593/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	850								
75	73	1171/4	1187/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	851								
75	73	293	297	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	852								
75	73	1173/4	1189/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	853								
75	73	587/2	595/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	854								
75	73	1175/4	1191/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	855								
75	73	294	298	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	856								
75	73	1177/4	1193/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	857								
75	73	589/2	597/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	858								
75	73	1179/4	1195/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	859								
75	73	295	299	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	860								
75	73	1181/4	1197/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	861								
75	73	591/2	599/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	862								
75	73	1183/4	1199/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	863								
76	74	296	300	0.0		0	0	Dynamic	4/4	1	1	0						p						
76	74	296	300	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	864	p							
76	74	299	303	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	865				76				
76	74	599/2	607/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	866								
76	74	296	300	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	867								
76	74	1185/4	1201/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	868								
76	74	593/2	601/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	869								
76	74	1187/4	1203/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	870								
76	74	297	301	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	871								
76	74	1189/4	1205/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	872								
76	74	595/2	603/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	873								
76	74	1191/4	1207/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	874								
76	74	298	302	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	875								
76	74	1193/4	1209/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	876								
76	74	597/2	605/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	877								
76	74	1195/4	1211/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	878								
76	74	299	303	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	879								
76	74	1197/4	1213/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	880								
76	74	599/2	607/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	881								
76	74	1199/4	1215/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	882								
77	75	300	304	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	883				77				
77	75	601/2	609/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	884				77				
77	75	301	305	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	885				77				
77	75	603/2	611/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	886				77				
77	75	302	306	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	887				77				
77	75	605/2	613/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	888				77				
77	75	303	307	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	889				77				
77	75	607/2	615/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	890								
77	75	300	304	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	891								
77	75	1201/4	1217/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	892								
77	75	601/2	609/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	893								
77	75	1203/4	1219/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	894								
77	75	301	305	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	895								
77	75	1205/4	1221/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	896								
77	75	603/2	611/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	897								
77	75	1207/4	1223/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	898								
77	75	302	306	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	899								
77	75	1209/4	1225/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	900								
77	75	605/2	613/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	901								
77	75	1211/4	1227/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	902								
77	75	303	307	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	903								
77	75	1213/4	1229/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	904								
77	75	607/2	615/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	905								
77	75	1215/4	1231/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	906								
78	76	304	308	0.0		0	0	Dynamic	4/4	1	1	0						pp						
78	76	304	308	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	907	pp							
78	76	307	311	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	908				78				
78	76	615/2	623/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	909								
78	76	304	308	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	910								
78	76	1217/4	1233/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	911								
78	76	609/2	617/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	912								
78	76	1219/4	1235/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	913								
78	76	305	309	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	914								
78	76	1221/4	1237/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	915								
78	76	611/2	619/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	916								
78	76	1223/4	1239/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	917								
78	76	306	310	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	918								
78	76	1225/4	1241/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	919								
78	76	613/2	621/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	920								
78	76	1227/4	1243/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	921								
78	76	307	311	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	922								
78	76	1229/4	1245/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	923								
78	76	615/2	623/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	924								
78	76	1231/4	1247/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	925								
79	77	308	312	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	926				79				
79	77	617/2	625/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	927				79				
79	77	309	313	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	928				79				
79	77	619/2	627/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	929				79				
79	77	310	314	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	930				79				
79	77	621/2	629/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	931				79				
79	77	311	315	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	932				79				
79	77	623/2	631/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	933								
79	77	308	312	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	934								
79	77	1233/4	1249/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	935								
79	77	617/2	625/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	936								
79	77	1235/4	1251/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	937								
79	77	309	313	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	938								
79	77	1237/4	1253/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	939								
79	77	619/2	627/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	940								
79	77	1239/4	1255/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	941								
79	77	310	314	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	942								
79	77	1241/4	1257/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	943								
79	77	621/2	629/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	944								
79	77	1243/4	1259/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	945								
79	77	311	315	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	946								
79	77	1245/4	1261/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	947								
79	77	623/2	631/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	948								
79	77	1247/4	1263/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	949								
80	78	312	316	0.0		0	0	Spanner	4/4	1	1	0										5		
80	78	312	316	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	950	<			80		5		
80	78	315	319	0.0		3/4	3/4	Spanner	4/4	1	1	0												
80	78	315	319	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	951								
80	78	312	316	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	952								
80	78	1249/4	1265/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	953								
80	78	625/2	633/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	954								
80	78	1251/4	1267/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	955								
80	78	313	317	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	956								
80	78	1253/4	1269/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	957								
80	78	627/2	635/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	958								
80	78	1255/4	1271/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	959								
80	78	314	318	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	960								
80	78	1257/4	1273/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	961								
80	78	629/2	637/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	962								
80	78	1259/4	1275/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	963								
80	78	315	319	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	964								
80	78	1261/4	1277/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	965								
80	78	631/2	639/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	966								
80	78	1263/4	1279/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	967								
81	79	316	320	0.0		0	0	Dynamic	4/4	1	1	0						sf						
81	79	316	320	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	968								
81	79	318	322	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	969								
81	79	637/2	645/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	970				81				
81	79	319	323	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	971				81				
81	79	639/2	647/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	972								
81	79	316	320	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	973								
81	79	1265/4	1281/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	974								
81	79	633/2	641/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	975								
81	79	1267/4	1283/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	976								
81	79	317	321	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	977								
81	79	1269/4	1285/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	978								
81	79	635/2	643/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	979								
81	79	1271/4	1287/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	980								
81	79	318	322	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	981								
81	79	1273/4	1289/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	982								
81	79	637/2	645/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	983								
81	79	1275/4	1291/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	984								
81	79	319	323	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	985								
81	79	1277/4	1293/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	986								
81	79	639/2	647/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	987								
81	79	1279/4	1295/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	988								
82	80	320	324	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	989	p							
82	80	641/2	649/2	0.0		1/8	1/8	Dynamic	4/4	1	1	0						p						
82	80	641/2	649/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	990								
82	80	321	325	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	991								
82	80	643/2	651/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	992								
82	80	645/2	653/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	993								
82	80	323	327	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	994								
82	80	647/2	655/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	995								
82	80	320	324	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	996				82				
82	80	322	326	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	997				82				
82	80	320	324	4.0		0	0	Chord	4/4	2	2	1		1	1	998								
83	81	649/2	657/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	999								
83	81	325	329	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1000								
83	81	651/2	659/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1001								
83	81	653/2	661/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1002								
83	81	327	331	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1003								
83	81	655/2	663/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1004								
83	81	324	328	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1005				82				
83	81	326	330	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1006								
83	81	324	328	4.0		0	0	Chord	4/4	2	2	1		1	1	1007								
84	82	328	332	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1008				83				
84	82	330	334	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1009				83				
84	82	657/2	665/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1010								
84	82	329	333	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1011								
84	82	659/2	667/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1012								
84	82	661/2	669/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1013								
84	82	331	335	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1014								
84	82	663/2	671/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1015								
84	82	328	332	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1016								
84	82	657/2	665/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1017								
84	82	329	333	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1018								
84	82	659/2	667/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1019								
84	82	661/2	669/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1020								
84	82	331	335	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1021								
84	82	663/2	671/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1022								
84	82	328	332	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1023								
85	83	332	336	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1024				83				
85	83	334	338	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1025								
85	83	665/2	673/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1026								
85	83	333	337	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1027								
85	83	667/2	675/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1028								
85	83	669/2	677/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1029								
85	83	335	339	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1030								
85	83	671/2	679/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1031								
85	83	665/2	673/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1032								
85	83	333	337	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1033								
85	83	667/2	675/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1034								
85	83	669/2	677/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1035								
85	83	335	339	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1036								
85	83	671/2	679/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1037								
86	84	673/2	681/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1038								
86	84	337	341	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1039								
86	84	675/2	683/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1040								
86	84	677/2	685/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1041								
86	84	339	343	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1042								
86	84	679/2	687/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1043								
86	84	336	340	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1044				84				
86	84	338	342	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1045				84				
86	84	336	340	4.0		0	0	Chord	4/4	2	2	1		1	1	1046								
87	85	681/2	689/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1047								
87	85	341	345	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1048								
87	85	683/2	691/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1049								
87	85	685/2	693/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1050								
87	85	343	347	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1051								
87	85	687/2	695/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1052								
87	85	340	344	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1053				84				
87	85	342	346	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1054								
87	85	340	344	4.0		0	0	Chord	4/4	2	2	1		1	1	1055								
88	86	344	348	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1056				85				
88	86	346	350	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1057				85				
88	86	689/2	697/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1058								
88	86	345	349	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1059								
88	86	691/2	699/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1060								
88	86	693/2	701/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1061								
88	86	347	351	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1062								
88	86	695/2	703/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1063								
88	86	344	348	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1064								
88	86	689/2	697/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1065								
88	86	345	349	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1066								
88	86	691/2	699/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1067								
88	86	693/2	701/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1068								
88	86	347	351	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1069								
88	86	695/2	703/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1070								
88	86	344	348	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1071								
89	87	348	352	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1072				85				
89	87	350	354	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1073								
89	87	697/2	705/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1074								
89	87	349	353	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1075								
89	87	699/2	707/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1076								
89	87	701/2	709/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1077								
89	87	351	355	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1078								
89	87	703/2	711/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1079								
89	87	697/2	705/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1080								
89	87	349	353	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1081								
89	87	699/2	707/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1082								
89	87	701/2	709/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1083								
89	87	351	355	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1084								
89	87	703/2	711/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1085								
90	88	352	356	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1086				86				
90	88	705/2	713/2	0.0		1/8	1/8	Spanner	4/4	1	1	0								86			0	
90	88	353	357	0.0		1/4	1/4	Spanner	4/4	1	1	0								86				
90	88	354	358	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1087				86				
90	88	705/2	713/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1088								
90	88	353	357	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1089								
90	88	707/2	715/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1090								
90	88	709/2	717/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1091								
90	88	355	359	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1092								
90	88	711/2	719/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1093								
90	88	705/2	713/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1094								
90	88	353	357	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1095								
90	88	707/2	715/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1096								
90	88	709/2	717/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1097								
90	88	355	359	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1098								
90	88	711/2	719/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1099								
91	89	356	360	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1100				86				
91	89	358	362	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1101								
91	89	713/2	721/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1102								
91	89	357	361	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1103								
91	89	715/2	723/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1104								
91	89	717/2	725/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1105								
91	89	359	363	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1106								
91	89	719/2	727/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1107								
91	89	713/2	721/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1108								
91	89	357	361	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1109								
