mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
83	83	1481/6	1481/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	1036				186				
83	83	2963/12	2963/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	1037								
83	83	247	247	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1038			articStaccatoBelow					
83	83	991/4	991/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	1039				187				
83	83	1487/6	1487/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	1040				187				
83	83	2975/12	2975/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	1041								
83	83	248	248	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1042			articStaccatoBelow					
83	83	995/4	995/4	0.08333333333333333	11/16	11/16	Chord	3/4	2	1	1/48		1/32	2/3	1043				188				
83	83	1493/6	1493/6	0.08333333333333333	17/24	17/24	Chord	3/4	2	1	1/48		1/32	2/3	1044				188				
83	83	2987/12	2987/12	0.08333333333333333	35/48	35/48	Chord	3/4	2	1	1/48		1/32	2/3	1045								
84	84	249	249	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1046				189				
84	84	251	251	0.0	1/2	1/2	Spanner	3/4	1	1	0								189	4			
84	84	251	251	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1047				189	4			
84	84	503/2	503/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1048					4			
84	84	249	249	0.0	0	0	Dynamic	3/4	1	2	0						sf			4			
84	84	250	250	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1049					4			
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1050					4			
84	84	249	249	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1051			articStaccatoBelow					
84	84	999/4	999/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	1052				190				
84	84	1499/6	1499/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	1053				190				
84	84	2999/12	2999/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	1054								
84	84	250	250	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1055			articStaccatoBelow					
84	84	1003/4	1003/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	1056				191				
84	84	1505/6	1505/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	1057				191				
84	84	3011/12	3011/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	1058								
84	84	251	251	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1059			articStaccatoBelow					
85	85	252	252	0.0	0	0	Spanner	3/4	1	1	0												
85	85	252	252	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1060				192				
85	85	253	253	0.0	1/4	1/4	Spanner	3/4	1	1	0										15		
85	85	253	253	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1061						15		
85	85	509/2	509/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1062						15		
85	85	252	252	0.0	0	0	Dynamic	3/4	1	2	0						p				15		
85	85	253	253	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1063						15		
85	85	1011/4	1011/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	1064				193				
85	85	1517/6	1517/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	1065				193				
85	85	3035/12	3035/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	1066								
85	85	253	253	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1067			articStaccatoBelow					
85	85	1015/4	1015/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	1068				194				
85	85	1523/6	1523/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	1069				194				
85	85	3047/12	3047/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	1070								
85	85	254	254	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1071			articStaccatoBelow					
86	86	255	255	0.0	0	0	Spanner	3/4	1	1	0												
86	86	255	255	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1072				195				
86	86	257	257	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf		195				
86	86	257	257	0.0	1/2	1/2	Spanner	3/4	1	1	0								195	5			
86	86	257	257	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1073				195	5			
86	86	515/2	515/2	0.0	5/8	5/8	Spanner	3/4	1	1	0												
86	86	515/2	515/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1074								
86	86	256	256	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1075	>							
86	86	257	257	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1076								
86	86	256	256	2.0	1/4	1/4	Chord	3/4	1	3	1/2		1/2	1	1077								
86	86	1023/4	1023/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	1078				196				
86	86	1535/6	1535/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	1079				196				
86	86	3071/12	3071/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	1080								
86	86	256	256	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1081			articStaccatoBelow					
86	86	1027/4	1027/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	1082				197				
86	86	1541/6	1541/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	1083				197				
86	86	3083/12	3083/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	1084								
86	86	257	257	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1085			articStaccatoBelow					
87	87	258	258	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1086				198				
87	87	259	259	0.0	1/4	1/4	Spanner	3/4	1	1	0								198		16		
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1087				198		16		
87	87	260	260	0.0	1/2	1/2	Spanner	3/4	1	1	0								198				
87	87	260	260	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1088				198				
87	87	521/2	521/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1089								
87	87	258	258	0.0	0	0	Dynamic	3/4	1	2	0						p						
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1090								
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1091								
87	87	1035/4	1035/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	1092				199				
87	87	1553/6	1553/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	1093				199				
87	87	3107/12	3107/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	1094								
87	87	259	259	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1095			articStaccatoBelow					
87	87	1039/4	1039/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	1096				200				
87	87	1559/6	1559/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	1097				200				
87	87	3119/12	3119/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	1098								
87	87	260	260	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1099			articStaccatoBelow					
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1100				201				
88	88	523/2	523/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						sf		201				
88	88	523/2	523/2	1.5	1/8	1/8	Chord	3/4	1	1	3/8		1/4	3/2	1101				201				
88	88	263	263	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1102				201				
88	88	527/2	527/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1103								
88	88	262	262	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1104				202				
88	88	525/2	525/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1105				202				
88	88	263	263	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1106				202				
88	88	527/2	527/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1107								
88	88	1047/4	1047/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	1108				203				
88	88	1571/6	1571/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	1109				203				
88	88	3143/12	3143/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	1110								
88	88	262	262	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1111			articStaccatoBelow					
88	88	525/2	525/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0						sf						
88	88	1051/4	1051/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	1112				204				
88	88	1577/6	1577/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	1113				204				
88	88	3155/12	3155/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	1114								
88	88	263	263	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1115			articStaccatoBelow					
88	88	1055/4	1055/4	0.0	11/16	11/16	Spanner	3/4	2	1	0									6			
88	88	1055/4	1055/4	0.08333333333333333	11/16	11/16	Chord	3/4	2	1	1/48		1/32	2/3	1116				205	6			
88	88	1583/6	1583/6	0.08333333333333333	17/24	17/24	Chord	3/4	2	1	1/48		1/32	2/3	1117				205	6			
88	88	3167/12	3167/12	0.08333333333333333	35/48	35/48	Chord	3/4	2	1	1/48		1/32	2/3	1118					6			
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1119								
89	89	2129/8	2129/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1120			articStaccatoBelow					
89	89	1065/4	1065/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1121			articStaccatoBelow					
89	89	2131/8	2131/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1122			articStaccatoBelow					
89	89	533/2	533/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1123			articStaccatoBelow					
89	89	2133/8	2133/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1124			articStaccatoBelow					
89	89	1067/4	1067/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1125			articStaccatoBelow					
89	89	2135/8	2135/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1126			articStaccatoBelow					
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0												
89	89	264	264	0.875	0	0	Chord	3/4	2	1	7/32		1/8	7/4	1127				206				
89	89	2119/8	2119/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	1128				206				
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1129				206				
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1130								
89	89	264	264	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1131								
90	90	267	267	0.875	0	0	Chord	3/4	1	1	7/32		1/8	7/4	1132				207				
90	90	2143/8	2143/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1133				207				
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1134				207				
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1135								
90	90	267	267	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1136								
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1137								
90	90	267	267	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1138								
90	90	2153/8	2153/8	0.125	17/32	17/32	Chord	3/4	2	1	1/32		1/32	1	1139			articStaccatoAbove					
90	90	1077/4	1077/4	0.125	9/16	9/16	Chord	3/4	2	1	1/32		1/32	1	1140			articStaccatoAbove					
90	90	2155/8	2155/8	0.125	19/32	19/32	Chord	3/4	2	1	1/32		1/32	1	1141			articStaccatoAbove					
90	90	539/2	539/2	0.125	5/8	5/8	Chord	3/4	2	1	1/32		1/32	1	1142			articStaccatoAbove					
90	90	2157/8	2157/8	0.125	21/32	21/32	Chord	3/4	2	1	1/32		1/32	1	1143			articStaccatoAbove					
90	90	1079/4	1079/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	1144			articStaccatoAbove					
90	90	2159/8	2159/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	1145			articStaccatoAbove					
91	91	270	270	0.0	0	0	Spanner	3/4	1	1	0										17		
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1146						17		
91	91	541/2	541/2	0.0	1/8	1/8	Spanner	3/4	1	1	0												
91	91	270	270	0.875	0	0	Chord	3/4	2	1	7/32		1/8	7/4	1147				208				
91	91	2167/8	2167/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	1148				208				
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1149								
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1150				209				
92	92	273	273	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1151								
93	93	276	276	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1152				210				
93	93	553/2	553/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	1153			ornamentTurn	210				
93	93	2215/8	2215/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1154								
93	93	277	277	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1155								
93	93	278	278	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf						
93	93	278	278	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1156				211				
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1157								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1158								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1159								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1160								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1161								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1162								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1163								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1164								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1165								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1166								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1167								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1168								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1169								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1170								
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1171								
94	94	279	279	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1172								
94	94	279	279	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1173								
95	95	282	282	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1174				212				
95	95	565/2	565/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	1175			ornamentTurn	212				
95	95	2263/8	2263/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1176								
95	95	283	283	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1177								
95	95	284	284	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf						
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1178				213				
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1179				214				
96	96	285	285	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1180								
96	96	286	286	0.0	1/4	1/4	Dynamic	3/4	1	1	0						sf						
96	96	286	286	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1181								
96	96	286	286	0.0	1/4	1/4	Dynamic	3/4	1	2	0						f						
96	96	287	287	0.0	1/2	1/2	Dynamic	3/4	1	2	0						sf						
96	96	287	287	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1182			articStaccatoAbove					
96	96	285	285	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1183								
96	96	573/2	573/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0						sf						
96	96	573/2	573/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1184			articStaccatoAbove					
97	97	288	288	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1185								
97	97	290	290	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1186			articStaccatoBelow					
97	97	288	288	0.0	0	0	Dynamic	3/4	1	2	0						p						
97	97	289	289	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1187			articStaccatoAbove					
97	97	577/2	577/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1188			articStaccatoAbove					
97	97	579/2	579/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1189			articStaccatoBelow					
97	97	581/2	581/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1190			articStaccatoBelow					
98	98	291	291	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1191			articStaccatoBelow					
98	98	583/2	583/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1192				215				
98	98	292	292	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1193				215				
98	98	585/2	585/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1194				215				
98	98	293	293	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1195				215				
98	98	587/2	587/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1196								
98	98	291	291	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1197								
99	99	294	294	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1198				216				
99	99	589/2	589/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1199				216				
99	99	295	295	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1200				216				
99	99	591/2	591/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1201				216				
99	99	296	296	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1202				216				
99	99	593/2	593/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1203				216				
99	99	1187/4	1187/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1204								
99	99	294	294	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1205								
100	100	597/2	597/2	0.0	3/8	3/8	Spanner	3/4	1	1	0												4
100	100	597/2	597/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	1206	<							4
100	100	599/2	599/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1207			ornamentTrill	217				4
100	100	297	297	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1208								
100	100	595/2	595/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1209				218				
100	100	298	298	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1210				218				
100	100	597/2	597/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1211				218				
100	100	299	299	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1212				218				
100	100	599/2	599/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1213								
100	100	297	297	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1214								
101	101	300	300	0.0	0	0	Spanner	3/4	1	1	0								217				
101	101	300	300	0.0	0	0	Spanner	3/4	1	1	0								217	7			
101	101	300	300	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1215				217	7			
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1216					7			
101	101	603/2	603/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	1217				219	7			
101	101	605/2	605/2	0.0	5/8	5/8	Spanner	3/4	1	1	0								219				
101	101	605/2	605/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1218			ornamentTrill	219				
101	101	300	300	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1219				220				
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1220				220				
101	101	301	301	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1221				220				
101	101	603/2	603/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1222				220				
101	101	302	302	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1223				220				
101	101	605/2	605/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1224				220				
101	101	1211/4	1211/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1225								
101	101	300	300	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1226								
102	102	303	303	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1227			articStaccatoAbove					
102	102	1215/4	1215/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1228				221				
102	102	304	304	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1229			articStaccatoAbove					
102	102	1219/4	1219/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1230				222				
102	102	305	305	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1231			articStaccatoAbove					
102	102	1223/4	1223/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1232				223				
102	102	303	303	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1233				224				
102	102	607/2	607/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1234				224				
102	102	1215/4	1215/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1235								
102	102	304	304	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1236				225				
102	102	609/2	609/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1237				225				
102	102	1219/4	1219/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1238								
102	102	305	305	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1239				226				
102	102	611/2	611/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1240				226				
102	102	1223/4	1223/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1241								
102	102	303	303	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1242								
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1243								
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1244								
103	103	306	306	0.0	0	0	Spanner	3/4	1	1	0								223		18		
103	103	306	306	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1245	<			223		18		
103	103	613/2	613/2	0.0	1/8	1/8	Spanner	3/4	1	1	0								223				
103	103	613/2	613/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	1246				223				
103	103	2455/8	2455/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1247								
103	103	307	307	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p						
103	103	307	307	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1248				227				
103	103	308	308	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1249	p							
103	103	306	306	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1250								
103	103	306	306	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1251								
103	103	617/2	617/2	0.0	5/8	5/8	Dynamic	3/4	2	2	0						p						
103	103	617/2	617/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1252								
