mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
87	87	1039/4	1039/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1596									108				
87	87	260	260	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1597													
87	87	1041/4	1041/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1598									109				
87	87	521/2	521/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1599													
87	87	1043/4	1043/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1600									110				
87	87	258	258	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1601													
87	87	1033/4	1033/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1602													
87	87	517/2	517/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1603													
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1604													
87	87	259	259	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1605													
87	87	1037/4	1037/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1606													
87	87	519/2	519/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1607													
87	87	1039/4	1039/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1608													
87	87	260	260	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1609													
87	87	1041/4	1041/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1610													
87	87	521/2	521/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1611													
87	87	1043/4	1043/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1612													
88	88	261	261	0.0	0	0	Dynamic	3/4	1	1	0						sf											
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1613			articStaccatoBelow										
88	88	523/2	523/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1614			articStaccatoBelow										
88	88	1051/4	1051/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1615									111				
88	88	263	263	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1616													
88	88	1053/4	1053/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1617									112				
88	88	527/2	527/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1618													
88	88	1055/4	1055/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1619									113				
88	88	261	261	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1620													
88	88	1045/4	1045/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1621													
88	88	523/2	523/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1622													
88	88	1047/4	1047/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1623													
88	88	262	262	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1624													
88	88	1049/4	1049/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1625													
88	88	525/2	525/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1626													
88	88	1051/4	1051/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1627													
88	88	263	263	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1628													
88	88	1053/4	1053/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1629													
88	88	527/2	527/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1630													
88	88	1055/4	1055/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1631													
89	89	264	264	0.0	0	0	Dynamic	3/4	1	1	0						sf											
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1632			articStaccatoAbove										
89	89	529/2	529/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1633			articStaccatoAbove										
89	89	1063/4	1063/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1634									114				
89	89	266	266	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1635													
89	89	1065/4	1065/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1636									115				
89	89	533/2	533/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1637													
89	89	1067/4	1067/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1638									116				
89	89	264	264	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1639													
89	89	1057/4	1057/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1640													
89	89	529/2	529/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1641													
89	89	1059/4	1059/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1642													
89	89	265	265	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1643													
89	89	1061/4	1061/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1644													
89	89	531/2	531/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1645													
89	89	1063/4	1063/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1646													
89	89	266	266	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1647													
89	89	1065/4	1065/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1648													
89	89	533/2	533/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1649													
89	89	1067/4	1067/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1650													
90	90	267	267	0.0	0	0	Dynamic	3/4	1	1	0						sf											
90	90	267	267	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1651													
90	90	1075/4	1075/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1652													
90	90	269	269	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1653													
90	90	1079/4	1079/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1654													
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1655													
90	90	1075/4	1075/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1656													
90	90	269	269	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1657													
90	90	1079/4	1079/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1658													
91	91	270	270	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1659									117				
91	91	271	271	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1660									117				
91	91	272	272	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1661													
91	91	1089/4	1089/4	0.0	9/16	9/16	Spanner	3/4	1	1	0																	21
91	91	1089/4	1089/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1662									118				21
91	91	545/2	545/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1663									118				21
91	91	1091/4	1091/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1664									118				21
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1665									119				
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1666									119				
91	91	272	272	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1667													
91	91	1089/4	1089/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1668									120				
91	91	545/2	545/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1669									120				
91	91	1091/4	1091/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1670									120				
92	92	273	273	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1671									118				21
92	92	2185/8	2185/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1672									118				21
92	92	1093/4	1093/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1673									118				21
92	92	2187/8	2187/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1674									118				21
92	92	547/2	547/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1675									118				21
92	92	2189/8	2189/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1676									118				21
92	92	1095/4	1095/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1677									118				21
92	92	2191/8	2191/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1678									118				21
92	92	274	274	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1679									118				21
92	92	2193/8	2193/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1680									118				21
92	92	1097/4	1097/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1681									118				21
92	92	2195/8	2195/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1682									118				21
92	92	549/2	549/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													118				
92	92	549/2	549/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													118			14	
92	92	549/2	549/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1683									118			14	
92	92	2197/8	2197/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1684									118			14	
92	92	1099/4	1099/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1685									118			14	
92	92	2199/8	2199/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1686												14	
92	92	275	275	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p											
92	92	275	275	0.0	1/2	1/2	Spanner	3/4	1	1	0																	
92	92	275	275	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1687													
92	92	1103/4	1103/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1688													
92	92	273	273	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1689													
92	92	549/2	549/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1690													
92	92	1099/4	1099/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1691													
92	92	275	275	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1692													
92	92	1103/4	1103/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1693													
93	93	276	276	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1694									121				
93	93	553/2	553/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1695									121				
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1696									121				
93	93	277	277	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1697									121				
93	93	1109/4	1109/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1698									121				
93	93	555/2	555/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1699									121				
93	93	1111/4	1111/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1700									121				
93	93	278	278	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1701													
93	93	276	276	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1702													
93	93	278	278	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	1703													
93	93	1113/4	1113/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	1704													
93	93	557/2	557/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	1705													
93	93	1115/4	1115/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	1706													
93	93	276	276	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1707									122				
93	93	553/2	553/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1708									122				
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1709									122				
93	93	277	277	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1710									122				
93	93	1109/4	1109/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1711									122				
93	93	555/2	555/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1712									122				
93	93	1111/4	1111/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1713									122				
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1714													
93	93	276	276	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1715													
93	93	277	277	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	1716													
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1717													
94	94	279	279	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1718													
94	94	1117/4	1117/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1719									123				
94	94	559/2	559/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1720									123				
94	94	1119/4	1119/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1721									123				
94	94	280	280	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1722									123				
94	94	1121/4	1121/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1723									123				
94	94	561/2	561/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1724									123				
94	94	1123/4	1123/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1725													
94	94	281	281	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1726									124				
94	94	1125/4	1125/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1727									124				
94	94	563/2	563/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1728									124				
94	94	1127/4	1127/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1729									124				
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1730									125				
94	94	279	279	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1731													
94	94	1117/4	1117/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1732									126				
94	94	559/2	559/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1733									126				
94	94	1119/4	1119/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1734									126				
94	94	280	280	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1735									126				
94	94	1121/4	1121/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1736									126				
94	94	561/2	561/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1737									126				
94	94	1123/4	1123/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1738									126				
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1739													
94	94	279	279	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1740													
94	94	280	280	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	1741													
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1742													
95	95	282	282	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1743									124				
95	95	1129/4	1129/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1744									124				
95	95	565/2	565/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1745									124				
95	95	1131/4	1131/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1746									124				
95	95	283	283	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1747									124				
95	95	1133/4	1133/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1748									124				
95	95	567/2	567/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1749									124				
95	95	1135/4	1135/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1750									124				
95	95	284	284	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1751									124				
95	95	1137/4	1137/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1752									124				
95	95	569/2	569/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1753									124				
95	95	1139/4	1139/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1754									124				
95	95	282	282	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1755													
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1756													
95	95	283	283	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1757													
96	96	285	285	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1758									124				
96	96	1141/4	1141/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1759									124				
96	96	571/2	571/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1760									124				
96	96	1143/4	1143/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1761									124				
96	96	286	286	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1762									124				
96	96	1145/4	1145/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1763									124				
96	96	573/2	573/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1764									124				
96	96	1147/4	1147/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1765									124				
96	96	287	287	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1766									124				
96	96	1149/4	1149/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1767									124				
96	96	575/2	575/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1768									124				
96	96	1151/4	1151/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1769													
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1770													
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1771													
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1772													
97	97	288	288	0.0	0	0	Spanner	3/4	1	1	0															3		
97	97	288	288	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1773									127		3		
97	97	1153/4	1153/4	0.0	1/16	1/16	Spanner	3/4	1	1	0													127		3		22
97	97	1153/4	1153/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1774									127		3		22
97	97	577/2	577/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1775									127		3		22
97	97	1155/4	1155/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1776									127		3		22
97	97	289	289	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1777									127		3		22
97	97	1157/4	1157/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1778									127		3		22
97	97	579/2	579/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1779									127		3		22
97	97	1159/4	1159/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1780									127		3		22
97	97	290	290	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1781									127		3		22
97	97	1161/4	1161/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1782									127		3		22
97	97	581/2	581/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1783									127		3		22
97	97	1163/4	1163/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1784									127		3		22
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1785													
97	97	289	289	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1786													
98	98	291	291	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1787									127		3		22
98	98	1165/4	1165/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1788									127		3		22
98	98	583/2	583/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1789									127		3		22
98	98	1167/4	1167/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1790									127		3		22
98	98	292	292	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1791									127		3		22
98	98	1169/4	1169/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1792									127		3		22
98	98	585/2	585/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1793									127		3		22
98	98	1171/4	1171/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1794									127		3		22
98	98	293	293	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1795									127		3		22
98	98	1173/4	1173/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1796									127		3		22
98	98	587/2	587/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1797									127		3		22
98	98	1175/4	1175/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1798											3		22
98	98	291	291	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1799													
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1800													
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1801													
99	99	294	294	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1802									128		3		22
99	99	1177/4	1177/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1803									128		3		22
99	99	589/2	589/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1804									128		3		22
99	99	1179/4	1179/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1805									128		3		22
99	99	295	295	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1806									128		3		22
99	99	1181/4	1181/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1807									128		3		22
99	99	591/2	591/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1808									128		3		22
99	99	1183/4	1183/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1809									128		3		22
99	99	296	296	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1810									128		3		22
99	99	1185/4	1185/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1811									128		3		22
99	99	593/2	593/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1812									128		3		22
99	99	1187/4	1187/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1813									128		3		22
99	99	294	294	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1814													
99	99	295	295	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1815													
100	100	297	297	0.0	0	0	Spanner	3/4	1	1	0													128		3		
100	100	297	297	0.0	0	0	Spanner	3/4	1	1	0													128		3	15	
100	100	297	297	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1816									128		3	15	
100	100	1189/4	1189/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1817									128		3	15	
100	100	595/2	595/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1818									128		3	15	
100	100	1191/4	1191/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1819											3	15	
100	100	298	298	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1820									129		3	15	
100	100	297	297	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1821													
100	100	298	298	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1822									130				
101	101	300	300	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1823									129		3	15	
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1824											3	15	
101	101	301	301	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
101	101	301	301	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
101	101	301	301	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1825									131				
101	101	300	300	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1826									130				
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1827													
101	101	301	301	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1828									132				
102	102	303	303	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1829									131				
102	102	607/2	607/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1830													
102	102	304	304	0.0	1/4	1/4	Spanner	3/4	1	1	0																16	
102	102	304	304	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1831									133			16	
102	102	303	303	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1832									132				
102	102	607/2	607/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1833													
102	102	304	304	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1834									134				
103	103	306	306	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1835									133			16	
103	103	613/2	613/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1836												16	
103	103	307	307	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
103	103	307	307	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1837									135				
103	103	306	306	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1838									134				
103	103	613/2	613/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1839													
103	103	307	307	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1840									136				
104	104	309	309	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1841									135				
104	104	619/2	619/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1842													
104	104	310	310	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1843													
104	104	309	309	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1844									136				
104	104	619/2	619/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1845													
104	104	310	310	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1846													
105	105	312	312	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1847			articStaccatoAbove										
105	105	2497/8	2497/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1848													
105	105	1249/4	1249/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1849													
105	105	2499/8	2499/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1850													
105	105	625/2	625/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1851			articStaccatoAbove										
105	105	2501/8	2501/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1852													
105	105	1251/4	1251/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1853													
105	105	2503/8	2503/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1854													
105	105	313	313	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1855													
105	105	2505/8	2505/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1856													
