mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	crescendo_hairpin
30	29	175/4	175/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	257				36				
30	29	44	44	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	258				36				
30	29	171/4	171/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	259				37				
30	29	43	43	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	260				37				
30	29	173/4	173/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	261								
30	29	171/4	171/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	262								
31	30	177/4	177/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	263			articStaccatoAbove					
31	30	45	45	0.0	3/16	3/16	Dynamic	3/8	1	1	0					f						
31	30	45	45	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	264	f			38				
31	30	181/4	181/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	265				38				
31	30	91/2	91/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	266				38				
31	30	177/4	177/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	267				39				
31	30	89/2	89/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	268				39				
31	30	179/4	179/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	269								
31	30	45	45	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	270				40				
31	30	181/4	181/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	271				40				
31	30	91/2	91/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	272				40				
32	31	183/4	183/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	273			articStaccatoAbove					
32	31	46	46	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	274				41				
32	31	185/4	185/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	275				41				
32	31	93/2	93/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	276				41				
32	31	187/4	187/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	277			articStaccatoAbove					
32	31	183/4	183/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	278			articStaccatoBelow					
32	31	93/2	93/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	279				42				
32	31	187/4	187/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	280				42				
32	31	47	47	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	281				42				
33	32	95/2	95/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	282				43				
33	32	191/4	191/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	283				43				
33	32	48	48	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	284				43				
33	32	193/4	193/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	285			articStaccatoAbove					
33	32	189/4	189/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	286			articStaccatoBelow					
33	32	48	48	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	287				44				
33	32	193/4	193/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	288				44				
33	32	97/2	97/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	289				44				
34	33	49	49	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	290				45				
34	33	197/4	197/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	291				45				
34	33	99/2	99/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	292				45				
34	33	199/4	199/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	293			articStaccatoAbove					
34	33	195/4	195/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	294			articStaccatoBelow					
34	33	99/2	99/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	295				46				
34	33	199/4	199/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	296				46				
34	33	50	50	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	297								
35	34	201/4	201/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	298								
35	34	101/2	101/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	299								
35	34	203/4	203/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	300								
35	34	51	51	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	301								
35	34	205/4	205/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	302								
35	34	103/2	103/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	303								
35	34	201/4	201/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	304								
36	35	207/4	207/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	305	f							
36	35	52	52	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	306								
36	35	209/4	209/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	307								
36	35	105/2	105/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	308								
36	35	211/4	211/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	309								
36	35	53	53	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	310								
36	35	207/4	207/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	311			articStaccatoAbove					
36	35	209/4	209/4	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	312			articStaccatoAbove					
36	35	211/4	211/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	313			articStaccatoAbove					
37	36	213/4	213/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	314								
37	36	107/2	107/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	315								
37	36	215/4	215/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	316								
37	36	54	54	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	317								
37	36	217/4	217/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	318								
37	36	109/2	109/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	319								
37	36	213/4	213/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	320			articStaccatoAbove					
37	36	215/4	215/4	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	321			articStaccatoAbove					
37	36	217/4	217/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	322			articStaccatoAbove					
38	37	219/4	219/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	323								
38	37	55	55	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	324								
38	37	221/4	221/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	325								
38	37	111/2	111/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	326								
38	37	223/4	223/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	327								
38	37	56	56	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	328								
38	37	219/4	219/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	329			articStaccatoAbove					
38	37	221/4	221/4	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	330			articStaccatoAbove					
38	37	223/4	223/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	331			articStaccatoAbove					
39	38	225/4	225/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	332								
39	38	113/2	113/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	333								
39	38	227/4	227/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	334								
39	38	57	57	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	335								
39	38	225/4	225/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	336			articStaccatoAbove					
39	38	227/4	227/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	337			articStaccatoAbove					
39	38	57	57	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	338				47				
39	38	229/4	229/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	339				47				
39	38	115/2	115/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	340				47				
40	39	58	58	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	341				48				
40	39	233/4	233/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	342				48				
40	39	117/2	117/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	343				48				
40	39	235/4	235/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	344			articStaccatoAbove					
40	39	231/4	231/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	345			articStaccatoBelow					
40	39	117/2	117/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	346				49				
40	39	235/4	235/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	347				49				
40	39	59	59	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	348				49				
41	40	119/2	119/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	349				50				
41	40	239/4	239/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	350				50				
41	40	60	60	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	351				50				
41	40	241/4	241/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	352			articStaccatoAbove					
41	40	237/4	237/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	353			articStaccatoBelow					
41	40	60	60	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	354				51				
41	40	241/4	241/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	355				51				
41	40	121/2	121/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	356				51				
42	41	61	61	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	357				52				
42	41	245/4	245/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	358				52				
42	41	123/2	123/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	359				52				
42	41	247/4	247/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	360			articStaccatoAbove					
42	41	243/4	243/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	361			articStaccatoBelow					
42	41	123/2	123/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	362				53				
42	41	247/4	247/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	363				53				
42	41	62	62	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	364								
43	42	249/4	249/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	365								
43	42	125/2	125/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	366								
43	42	251/4	251/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	367								
43	42	63	63	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	368								
43	42	253/4	253/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	369								
43	42	127/2	127/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	370								
43	42	249/4	249/4	0.0	0	0	Dynamic	3/8	2	1	0					sf						
43	42	249/4	249/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	371								
44	43	255/4	255/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	372								
44	43	257/4	257/4	0.0	1/8	1/8	Dynamic	3/8	1	1	0					f						
44	43	257/4	257/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	373	f		ornamentShortTrill	54				
44	43	259/4	259/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	374								
44	43	255/4	255/4	0.0	0	0	Dynamic	3/8	2	1	0					f						
44	43	255/4	255/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	375								
44	43	257/4	257/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	376								
44	43	129/2	129/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	377								
44	43	259/4	259/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	378								
44	43	65	65	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	379								
45	44	261/4	261/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	380			ornamentShortTrill	55				
45	44	263/4	263/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	381								
45	44	265/4	265/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	382			ornamentShortTrill	56				
45	44	261/4	261/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	383								
45	44	131/2	131/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	384								
45	44	263/4	263/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	385								
45	44	66	66	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	386								
45	44	265/4	265/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	387								
45	44	133/2	133/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	388								
46	45	267/4	267/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	389								
46	45	269/4	269/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	390			ornamentShortTrill	57				
46	45	271/4	271/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	391								
46	45	267/4	267/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	392								
46	45	67	67	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	393								
46	45	269/4	269/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	394								
46	45	135/2	135/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	395								
46	45	271/4	271/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	396								
46	45	68	68	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	397								
47	46	273/4	273/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	398			ornamentShortTrill	58				
47	46	275/4	275/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	399								
47	46	277/4	277/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	400			ornamentShortTrill	59				
47	46	273/4	273/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	401								
47	46	137/2	137/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	402								
47	46	275/4	275/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	403								
47	46	69	69	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	404								
47	46	277/4	277/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	405								
47	46	139/2	139/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	406								
48	47	279/4	279/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	407			articStaccatoAbove					
48	47	281/4	281/4	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	408								
48	47	279/4	279/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	409								
48	47	70	70	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	410								
48	47	281/4	281/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	411								
48	47	141/2	141/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	412								
48	47	283/4	283/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	413								
48	47	71	71	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	414								
49	48	285/4	285/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	415								
49	48	287/4	287/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	416			articStaccatoAbove					
49	48	289/4	289/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	417			articStaccatoAbove					
49	48	285/4	285/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	418								
49	48	143/2	143/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	419								
49	48	287/4	287/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	420								
49	48	72	72	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	421								
49	48	289/4	289/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	422								
49	48	145/2	145/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	423								
50	49	291/4	291/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	424	p		ornamentShortTrill	60				
50	49	293/4	293/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	425								
50	49	295/4	295/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	426			articStaccatoAbove					
50	49	291/4	291/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	427								
50	49	73	73	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	428								
50	49	293/4	293/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	429								
50	49	147/2	147/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	430								
50	49	295/4	295/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	431								
50	49	74	74	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	432								
51	50	297/4	297/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	433			articStaccatoAbove					
51	50	299/4	299/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	434			articStaccatoAbove					
51	50	301/4	301/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	435			articStaccatoAbove					
51	50	297/4	297/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	436								
51	50	149/2	149/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	437								
51	50	299/4	299/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	438								
51	50	75	75	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	439								
51	50	301/4	301/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	440								
51	50	151/2	151/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	441								
52	51	303/4	303/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	442								
52	51	305/4	305/4	0.0	1/8	1/8	Dynamic	3/8	1	1	0					f						
52	51	305/4	305/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	443	f							
52	51	153/2	153/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	444								
52	51	307/4	307/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	445								
52	51	77	77	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	446								
52	51	303/4	303/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	447								
52	51	76	76	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	448								
52	51	305/4	305/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	449								
52	51	153/2	153/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	450								
52	51	307/4	307/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	451								
52	51	77	77	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	452								
53	52	309/4	309/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	453								
53	52	155/2	155/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	454								
53	52	311/4	311/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	455								
53	52	78	78	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	456								
53	52	313/4	313/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	457								
53	52	157/2	157/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	458								
53	52	309/4	309/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	459								
53	52	155/2	155/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	460								
53	52	311/4	311/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	461								
53	52	78	78	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	462								
53	52	313/4	313/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	463								
53	52	157/2	157/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	464								
54	53	315/4	315/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	465								
54	53	79	79	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	466								
54	53	317/4	317/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	467								
54	53	159/2	159/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	468								
54	53	319/4	319/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	469								
54	53	80	80	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	470								
54	53	315/4	315/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	471								
54	53	79	79	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	472								
54	53	317/4	317/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	473								
54	53	159/2	159/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	474								
54	53	319/4	319/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	475								
54	53	80	80	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	476								
55	54	321/4	321/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	477								
55	54	161/2	161/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	478								
55	54	323/4	323/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	479								
55	54	81	81	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	480								
55	54	325/4	325/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	481								
55	54	163/2	163/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	482								
55	54	321/4	321/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	483								
55	54	161/2	161/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	484								
55	54	323/4	323/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	485								
55	54	81	81	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	486								
55	54	325/4	325/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	487								
55	54	163/2	163/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	488								
56	55	327/4	327/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	489								
56	55	329/4	329/4	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf						
56	55	329/4	329/4	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	490								
56	55	327/4	327/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	491								
56	55	82	82	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	492								
56	55	329/4	329/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	493								
56	55	165/2	165/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	494								
56	55	331/4	331/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	495								
56	55	83	83	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	496								
57	56	333/4	333/4	0.0	0	0	Spanner	3/8	1	1	0									2		
57	56	333/4	333/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	497						2		
57	56	335/4	335/4	0.0	1/8	1/8	Spanner	3/8	1	1	0											
57	56	335/4	335/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	498			articStaccatoAbove					
57	56	337/4	337/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	499			articStaccatoAbove					
57	56	333/4	333/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	500								
57	56	167/2	167/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	501								
57	56	335/4	335/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	502								
57	56	84	84	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	503								
57	56	337/4	337/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	504								
57	56	169/2	169/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	505								
58	57	339/4	339/4	0.0	0	0	Dynamic	3/8	1	1	0					p						
58	57	339/4	339/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	506	p		articStaccatoAbove					
58	57	341/4	341/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	507			articStaccatoAbove					
58	57	343/4	343/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	508			articStaccatoAbove					
58	57	339/4	339/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	509								
58	57	85	85	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	510								
58	57	341/4	341/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	511								
58	57	171/2	171/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	512								
58	57	343/4	343/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	513								
58	57	86	86	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	514								
59	58	345/4	345/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	515			articStaccatoAbove					
59	58	347/4	347/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	516			articStaccatoAbove					
59	58	349/4	349/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	517			articStaccatoAbove					
59	58	345/4	345/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	518								
59	58	173/2	173/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	519								
59	58	347/4	347/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	520								
59	58	87	87	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	521								
59	58	349/4	349/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	522								
59	58	175/2	175/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	523								
60	59	351/4	351/4	0.0	0	0	Spanner	3/8	1	1	0										6	
60	59	351/4	351/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	524				61			6	
60	59	353/4	353/4	0.0	1/8	1/8	Spanner	3/8	1	1	0											
60	59	353/4	353/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	525								
60	59	355/4	355/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	526			articStaccatoAbove					
