mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	crescendo_hairpin
141	139	553	553	0.0	0	0	Dynamic	2/2	1	1	0						p							129				
141	139	553	553	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1331									129				
141	139	1107/2	1107/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1332									129				
141	139	554	554	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1333									129				
141	139	1109/2	1109/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1334									129				
141	139	555	555	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1335									129				
141	139	1111/2	1111/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1336									129				
141	139	556	556	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1337									129				
141	139	1113/2	1113/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1338													
141	139	554	554	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1339													
141	139	555	555	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1340													
141	139	556	556	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1341													
142	140	557	557	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1342													
142	140	559	559	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1343									130				
142	140	1121/2	1121/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1344													
142	140	557	557	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1345													
142	140	558	558	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1346													
142	140	560	560	0.0	3/4	3/4	Dynamic	2/2	2	1	0						other-dynamics											
142	140	560	560	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1347			articStaccatoAbove										
143	141	561	561	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1348													
143	141	563	563	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1349									131				
143	141	1129/2	1129/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1350													
143	141	562	562	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1351			articStaccatoAbove										
143	141	564	564	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1352			articStaccatoAbove										
144	142	565	565	0.0	0	0	Dynamic	2/2	1	1	0						sf											
144	142	565	565	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1353									132				
144	142	566	566	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1354													
144	142	567	567	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1355									133				
144	142	1137/2	1137/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1356													
144	142	566	566	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1357			articStaccatoAbove										
144	142	568	568	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1358			articStaccatoAbove										
145	143	569	569	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1359													
145	143	571	571	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1360									134				
145	143	1145/2	1145/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1361													
145	143	570	570	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1362			articStaccatoAbove										
145	143	572	572	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1363			articStaccatoAbove										
146	144	573	573	0.0	0	0	Dynamic	2/2	1	1	0						sf											
146	144	573	573	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1364									135				
146	144	574	574	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1365													
146	144	575	575	0.0	1/2	1/2	Chord	2/2	1	1	0	acciaccatura	1/8	1	1366													
146	144	575	575	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1367									136				
146	144	1153/2	1153/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1368													
146	144	574	574	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1369			articStaccatoAbove										
146	144	576	576	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1370			articStaccatoBelow										
147	145	577	577	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1371													
147	145	579	579	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1372									137				
147	145	1161/2	1161/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1373													
147	145	578	578	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1374			articStaccatoBelow										
147	145	580	580	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1375			articStaccatoAbove										
148	146	581	581	0.0	0	0	Dynamic	2/2	1	1	0						ff											
148	146	581	581	4.0	0	0	Chord	2/2	1	1	1		1	1	1376													
148	146	581	581	4.0	0	0	Chord	2/2	2	1	1		1	1	1377													
149	147	585	585	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1378													
149	147	1177/2	1177/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1379													
149	147	585	585	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1380													
149	147	1177/2	1177/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1381													
150	148	589	589	0.0	0	0	Dynamic	2/2	1	1	0						ff											
150	148	589	589	4.0	0	0	Chord	2/2	1	1	1		1	1	1382													
150	148	589	589	4.0	0	0	Chord	2/2	2	1	1		1	1	1383													
151	149	593	593	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1384													
151	149	596	596	0.0	3/4	3/4	Dynamic	2/2	1	1	0						sf											
151	149	596	596	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1385			articStaccatoAbove										
151	149	593	593	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1386													
151	149	596	596	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1387			articStaccatoAbove										
152	150	597	597	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1388			articStaccatoAbove										
152	150	598	598	0.0	1/4	1/4	Dynamic	2/2	1	1	0						sf											
152	150	598	598	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1389			articStaccatoAbove										
152	150	599	599	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1390			articStaccatoAbove										
152	150	600	600	0.0	3/4	3/4	Dynamic	2/2	1	1	0						sf											
152	150	600	600	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1391			articStaccatoAbove										
152	150	597	597	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1392			articStaccatoAbove										
152	150	598	598	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1393			articStaccatoAbove										
152	150	599	599	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1394			articStaccatoAbove										
152	150	600	600	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1395			articStaccatoAbove										
153	151	601	601	0.0	0	0	Dynamic	2/2	1	1	0						ff											
153	151	601	601	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1396			articStaccatoAbove										
153	151	603	603	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1397			articStaccatoAbove										
153	151	601	601	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1398			articStaccatoAbove										
153	151	603	603	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1399			articStaccatoAbove										
154	152	605	605	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1400			articStaccatoAbove										
154	152	605	605	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1401			articStaccatoBelow										
