mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.
51	47	353/2	369/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	774		articTenutoStaccatoBelow												
52	48	177	185	0.0		0	0	Tempo	6/8	1	1	0							"

𝅘𝅥.
=100
"	150.0	0.0								
52	48	177	185	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	775														
52	48	709/4	741/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	776														
52	48	355/2	371/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	777														
52	48	711/4	743/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	778														
52	48	178	186	0.0		1/4	1/4	Dynamic	6/8	1	1	0				sf													
52	48	178	186	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	779		articTenutoStaccatoAbove												
52	48	357/2	373/2	0.0		3/8	3/8	Tempo	6/8	1	1	0							"

𝅘𝅥.
=98
"	147.0	0.0								
52	48	357/2	373/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	780														
52	48	715/4	747/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	781														
52	48	179	187	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	782														
52	48	717/4	749/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	783														
52	48	359/2	375/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				sf													
52	48	359/2	375/2	0.0		5/8	5/8	Tempo	6/8	1	1	0							"

𝅘𝅥.
=90
"	135.0	0.0								
52	48	359/2	375/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	784		articTenutoStaccatoAbove												
52	48	178	186	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	785		articTenutoStaccatoBelow												
52	48	359/2	375/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	786		articTenutoStaccatoBelow												
53	49	180	188	0.0		0	0	Dynamic	6/8	1	1	0				p													
53	49	180	188	0.0		0	0	Tempo	6/8	1	1	0							"

𝅘𝅥.
=102
"	153.0	0.0								
53	49	180	188	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	787							81							
53	49	721/4	753/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	788							81							
53	49	361/2	377/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	789							81							
53	49	723/4	755/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	790							81							
53	49	181	189	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	791							81							
53	49	725/4	757/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	792							81							
53	49	363/2	379/2	0.0		3/8	3/8	Spanner	6/8	1	1	0										81					6		
53	49	363/2	379/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	793							81					6		
53	49	727/4	759/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	794							81					6		
53	49	182	190	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	795							81					6		
53	49	729/4	761/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	796							81					6		
53	49	365/2	381/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	797							81					6		
53	49	731/4	763/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	798							81					6		
53	49	361/2	377/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	799							82							
53	49	723/4	755/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	800							82							
53	49	181	189	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	801							82							
53	49	725/4	757/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	802							82							
53	49	363/2	379/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	803							82							
53	49	727/4	759/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	804							82							
53	49	182	190	0.25		1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	805							82							
53	49	729/4	761/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	806							82							
53	49	365/2	381/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	807							82							
53	49	731/4	763/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	808							82							
54	50	183	191	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	809							81					6		
54	50	733/4	765/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	810							81					6		
54	50	367/2	383/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	811							81					6		
54	50	735/4	767/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	812							81					6		
54	50	184	192	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	813							81					6		
54	50	737/4	769/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	814							81					6		
54	50	369/2	385/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	815							81					6		
54	50	739/4	771/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	816							81					6		
54	50	185	193	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	817							81					6		
54	50	741/4	773/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	818							81					6		
54	50	371/2	387/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	819							81					6		
54	50	743/4	775/4	0.0		11/16	11/16	Dynamic	6/8	1	1	0				mp													
54	50	743/4	775/4	0.0		11/16	11/16	Spanner	6/8	1	1	0																	
54	50	743/4	775/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	820														
54	50	183	191	0.25		0	0	Chord	6/8	2	1	1/16	1/16	1	821							82							
54	50	733/4	765/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	822							82							
54	50	367/2	383/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	823							82							
54	50	735/4	767/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	824							82							
54	50	184	192	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	825							82							
54	50	737/4	769/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	826							82							
54	50	369/2	385/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	827							82							
54	50	739/4	771/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	828							82							
54	50	185	193	0.25		1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	829							82							
54	50	741/4	773/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	830							82							
54	50	371/2	387/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	831							82							
54	50	743/4	775/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	832														
55	51	186	194	0.0		0	0	Dynamic	6/8	1	1	0				p													
55	51	186	194	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	833														
55	51	745/4	777/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	834														
55	51	373/2	389/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	835														
55	51	747/4	779/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	836														
55	51	187	195	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	837														
55	51	749/4	781/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	838														
55	51	375/2	391/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	839														
55	51	751/4	783/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	840														
55	51	188	196	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	841														
55	51	753/4	785/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	842														
55	51	377/2	393/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	843														
55	51	755/4	787/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	844														
55	51	186	194	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	845														
55	51	747/4	779/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	846														
55	51	187	195	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	847														
55	51	749/4	781/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	848														
55	51	375/2	391/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	849														
55	51	753/4	785/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	850														
55	51	377/2	393/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	851														
55	51	755/4	787/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	852														
56	52	189	197	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	853														
56	52	757/4	789/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	854														
56	52	379/2	395/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	855														
56	52	759/4	791/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	856														
56	52	190	198	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	857														
56	52	761/4	793/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	858														
56	52	381/2	397/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	859														
56	52	383/2	399/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				p													
56	52	383/2	399/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	860														
56	52	767/4	799/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	861														
56	52	189	197	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	862														
56	52	759/4	791/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	863														
56	52	190	198	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	864														
56	52	761/4	793/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	865														
56	52	381/2	397/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	866														
57	53	192	200	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	867														
57	53	769/4	801/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	868														
57	53	385/2	401/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	869														
57	53	771/4	803/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	870														
57	53	193	201	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	871														
57	53	773/4	805/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	872														
57	53	387/2	403/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	873														
57	53	775/4	807/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	874														
57	53	194	202	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	875														
57	53	777/4	809/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	876														
57	53	389/2	405/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				sf													
57	53	389/2	405/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	877		articTenutoStaccatoBelow												
57	53	389/2	405/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	878		articTenutoStaccatoBelow												
58	54	195	203	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	879														
58	54	781/4	813/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	880														
58	54	391/2	407/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	881														
58	54	783/4	815/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	882														
58	54	196	204	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	883														
58	54	785/4	817/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	884														
58	54	393/2	409/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	885														
58	54	787/4	819/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	886														
58	54	197	205	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	887														
58	54	789/4	821/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	888														
58	54	395/2	411/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				sf													
58	54	395/2	411/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	889		articTenutoStaccatoBelow												
58	54	395/2	411/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	890		articTenutoStaccatoBelow												
59	55	198	206	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	891														
59	55	793/4	825/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	892														
59	55	397/2	413/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	893														
59	55	795/4	827/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	894														
59	55	199	207	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	895														
59	55	797/4	829/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	896														
59	55	399/2	415/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	897														
59	55	799/4	831/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	898														
59	55	200	208	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	899														
59	55	801/4	833/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	900														
59	55	401/2	417/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				sf													
59	55	401/2	417/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	901		articTenutoStaccatoAbove												
59	55	401/2	417/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	902		articTenutoStaccatoBelow												
60	56	201	209	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	903														
60	56	805/4	837/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	904														
60	56	403/2	419/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	905														
60	56	807/4	839/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	906														
60	56	202	210	0.0		1/4	1/4	Dynamic	6/8	1	1	0				sf													
60	56	202	210	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	907		articTenutoStaccatoAbove												
60	56	405/2	421/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	908														
60	56	811/4	843/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	909														
60	56	203	211	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	910														
60	56	813/4	845/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	911														
60	56	407/2	423/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				sf													
60	56	407/2	423/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	912		articTenutoStaccatoAbove												
60	56	202	210	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	913		articTenutoStaccatoBelow												
60	56	407/2	423/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	914		articTenutoStaccatoBelow												
61	57	204	212	0.0		0	0	Dynamic	6/8	1	1	0				p													
61	57	204	212	0.0		0	0	Tempo	6/8	1	1	0							"

𝅘𝅥.
=92
"	138.0	0.0								
61	57	204	212	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	915							83							
61	57	817/4	849/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	916							83							
61	57	409/2	425/2	0.0		1/8	1/8	Tempo	6/8	1	1	0							"

𝅘𝅥.
=102
"	153.0	0.0	83							
61	57	409/2	425/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	917							83							
61	57	819/4	851/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	918							83							
61	57	205	213	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	919							83							
61	57	821/4	853/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	920							83							
61	57	411/2	427/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	921							83							
61	57	823/4	855/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	922							83							
61	57	206	214	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	923							83							
61	57	825/4	857/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	924							83							
61	57	413/2	429/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	925							83							
61	57	827/4	859/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	926							83							
61	57	409/2	425/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	927							84							
61	57	819/4	851/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	928							84							
61	57	205	213	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	929							84							
61	57	821/4	853/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	930							84							
61	57	411/2	427/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	931							84							
61	57	823/4	855/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	932							84							
61	57	206	214	0.25		1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	933							84							
61	57	825/4	857/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	934							84							
61	57	413/2	429/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	935							84							
61	57	827/4	859/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	936							84							
62	58	207	215	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	937							83							
62	58	829/4	861/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	938							83							
62	58	415/2	431/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	939							83							
62	58	831/4	863/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	940							83							
62	58	208	216	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	941							83							
62	58	833/4	865/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	942							83							
62	58	417/2	433/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	943							83							
62	58	835/4	867/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	944							83							
62	58	209	217	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	945							83							
62	58	837/4	869/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	946							83							
62	58	419/2	435/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	947							83							
62	58	839/4	871/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	948							83							
62	58	207	215	0.25		0	0	Chord	6/8	2	1	1/16	1/16	1	949							84							
62	58	829/4	861/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	950							84							
62	58	415/2	431/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	951							84							
62	58	831/4	863/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	952							84							
62	58	208	216	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	953							84							
62	58	833/4	865/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	954							84							
62	58	417/2	433/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	955							84							
62	58	835/4	867/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	956							84							
62	58	209	217	0.25		1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	957							84							
62	58	837/4	869/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	958							84							
62	58	419/2	435/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	959							84							
62	58	839/4	871/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	960							84							
63	59	210	218	0.0		0	0	Spanner	6/8	1	1	0										83					7		
63	59	210	218	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	961							83					7		
63	59	841/4	873/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	962							83					7		
63	59	421/2	437/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	963							83					7		
63	59	843/4	875/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	964							83					7		
63	59	211	219	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	965							83					7		
63	59	845/4	877/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	966							83					7		
63	59	423/2	439/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	967							83					7		
63	59	847/4	879/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	968							83					7		
63	59	212	220	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	969							83					7		
63	59	849/4	881/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	970							83					7		
63	59	425/2	441/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	971							83					7		
63	59	851/4	883/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	972							83					7		
63	59	210	218	0.25		0	0	Chord	6/8	2	1	1/16	1/16	1	973							84							
63	59	841/4	873/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	974							84							
63	59	421/2	437/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	975							84							
63	59	843/4	875/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	976							84							
63	59	211	219	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	977							84							
63	59	845/4	877/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	978							84							
63	59	423/2	439/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	979							84							
63	59	847/4	879/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	980							84							
63	59	212	220	0.25		1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	981							84							
63	59	849/4	881/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	982							84							
63	59	425/2	441/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	983							84							
63	59	851/4	883/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	984							84							
64	60	213	221	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	985							83					7		
64	60	853/4	885/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	986							83					7		
64	60	427/2	443/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	987							83					7		
64	60	855/4	887/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	988							83					7		
64	60	214	222	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	989							83					7		
64	60	857/4	889/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	990							83					7		
64	60	429/2	445/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	991							83					7		
64	60	859/4	891/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	992							83					7		
64	60	215	223	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	993							83					7		
64	60	861/4	893/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	994							83					7		
64	60	431/2	447/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	995							83					7		
64	60	863/4	895/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	996							83					7		
64	60	213	221	0.25		0	0	Chord	6/8	2	1	1/16	1/16	1	997							84							
64	60	853/4	885/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	998							84							
64	60	427/2	443/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	999							84							
64	60	855/4	887/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	1000							84							
64	60	214	222	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	1001							84							
64	60	857/4	889/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	1002							84							
64	60	429/2	445/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	1003							84							
64	60	859/4	891/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	1004							84							
64	60	215	223	0.25		1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	1005							84							
64	60	861/4	893/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	1006							84							
64	60	431/2	447/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	1007							84							
64	60	863/4	895/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	1008							84							
65	61	216	224	0.0		0	0	Dynamic	6/8	1	1	0				f						83							
65	61	216	224	0.0		0	0	Tempo	6/8	1	1	0							"

𝅘𝅥.
=92
"	138.0	0.0	83							
65	61	216	224	0.0		0	0	Spanner	6/8	1	1	0										83							
65	61	216	224	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	1009							83							
65	61	865/4	897/4	0.0		1/16	1/16	Spanner	6/8	1	1	0										83				6			
65	61	865/4	897/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1010							83				6			
65	61	433/2	449/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1011							83				6			
65	61	867/4	899/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1012							83				6			
65	61	217	225	0.0		1/4	1/4	Tempo	6/8	1	1	0							"

𝅘𝅥.
=88
"	132.0	0.0	83				6			
65	61	217	225	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1013							83				6			
65	61	869/4	901/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1014							83				6			
65	61	435/2	451/2	0.0		3/8	3/8	Tempo	6/8	1	1	0							"

𝅘𝅥.
=84
"	126.0	0.0	83				6			
65	61	435/2	451/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1015							83				6			
65	61	871/4	903/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1016							83				6			
65	61	218	226	0.0		1/2	1/2	Tempo	6/8	1	1	0							"
𝅘𝅥
space
.=80"	120.0	0.0	83				6			
65	61	218	226	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1017							83				6			
65	61	873/4	905/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1018							83				6			
65	61	437/2	453/2	0.0		5/8	5/8	Tempo	6/8	1	1	0							"

𝅘𝅥.
=76
"	114.0	0.0	83				6			
65	61	437/2	453/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1019							83				6			
