mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Trill:trill
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	267			articStaccatoBelow								
31	31	91	91	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	268			articStaccatoBelow								
31	31	183/2	183/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													2		
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	269	<						27		2		
31	31	92	92	0.0	1/2	1/2	Spanner	3/4	1	1	0															
31	31	92	92	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	270			articStaccatoBelow								
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	271							28				
31	31	90	90	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	272			articStaccatoAbove								
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	273			articStaccatoAbove								
31	31	91	91	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	274			articStaccatoAbove								
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	275							29				
31	31	92	92	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	276			articStaccatoAbove								
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	277							30				
32	32	93	93	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	278			articStaccatoBelow								
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	279							31				
32	32	94	94	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	280			articStaccatoBelow								
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	281							32				
32	32	95	95	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	282			articStaccatoBelow								
32	32	191/2	191/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0						p									
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	283							33				
32	32	93	93	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	284			articStaccatoAbove								
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	285							34				
32	32	94	94	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	286			articStaccatoAbove								
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	287							35				
32	32	95	95	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	288			articStaccatoAbove								
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	289							36				
33	33	96	96	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	290							37				
33	33	387/4	387/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	291											
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	292											
33	33	96	96	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	293	p										
33	33	96	96	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	294											
34	34	99	99	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	295							38				
34	34	399/4	399/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	296											
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	297											
34	34	99	99	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	298											
34	34	99	99	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	299											
35	35	102	102	0.0	0	0	Spanner	3/4	1	1	0														0	
35	35	102	102	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	300	<		articStaccatoBelow				39			0	
35	35	103	103	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	301			articStaccatoBelow				39			0	
35	35	104	104	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	302			articStaccatoBelow							0	
35	35	102	102	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	303			articStaccatoAbove				40				
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	304			articStaccatoAbove				40				
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	305			articStaccatoAbove								
36	36	105	105	0.0	0	0	Spanner	3/4	1	1	0															
36	36	105	105	0.0	0	0	Spanner	3/4	1	1	0												0			
36	36	105	105	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	306								0			
36	36	105	105	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	307	>						41	0			
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	308								0			
36	36	105	105	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	309											
37	37	108	108	0.0	0	0	Spanner	3/4	1	1	0															
37	37	108	108	0.0	0	0	Spanner	3/4	1	1	0														1	
37	37	108	108	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	310	<		articStaccatoAbove				42			1	
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	311			articStaccatoAbove				42			1	
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	312			articStaccatoAbove							1	
37	37	108	108	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	313										1	
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	314										1	
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	315										1	
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	316			articStaccatoAbove				43				
37	37	109	109	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	317			articStaccatoAbove				43				
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	318			articStaccatoAbove								
38	38	111	111	0.0	0	0	Spanner	3/4	1	1	0															
38	38	111	111	0.0	0	0	Spanner	3/4	1	1	0												1			
38	38	111	111	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	319								1			
38	38	111	111	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	320	>						44	1			
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	321								1			
38	38	111	111	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	322											
39	39	114	114	0.0	0	0	Spanner	3/4	1	1	0															
39	39	114	114	0.0	0	0	Spanner	3/4	1	1	0														2	
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	323	<		articStaccatoBelow				45			2	
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	324			articStaccatoBelow				45			2	
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	325			articStaccatoBelow							2	
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	326			articStaccatoAbove				46				
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	327			articStaccatoAbove				46				
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	328			articStaccatoAbove								
40	40	117	117	0.0	0	0	Spanner	3/4	1	1	0															
40	40	117	117	0.0	0	0	Spanner	3/4	1	1	0												2			
40	40	117	117	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	329								2			
40	40	117	117	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	330	>						47	2			
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	331								2			
40	40	117	117	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	332											
41	41	120	120	0.0	0	0	Spanner	3/4	1	1	0															
41	41	120	120	0.0	0	0	Spanner	3/4	1	1	0														3	
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	333	<		articStaccatoAbove				48			3	
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	334			articStaccatoAbove				48			3	
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	335			articStaccatoAbove							3	
41	41	120	120	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	336										3	
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	337										3	
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	338										3	
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	339			articStaccatoAbove				49				
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	340			articStaccatoAbove				49				
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	341			articStaccatoAbove								
42	42	123	123	0.0	0	0	Spanner	3/4	1	1	0															
42	42	123	123	0.0	0	0	Spanner	3/4	1	1	0												3			
42	42	123	123	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	342								3			
42	42	123	123	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	343	>						50	3			
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	344								3			
42	42	123	123	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	345											
43	43	126	126	0.0	0	0	Dynamic	3/4	1	1	0						p									
43	43	126	126	0.0	0	0	Spanner	3/4	1	1	0															
43	43	126	126	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	346	p						51				
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	347											
43	43	127	127	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	348											
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	349	f						52				
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	350	f										
44	44	130	130	0.0	1/4	1/4	Dynamic	3/4	2	1	0						f									
44	44	130	130	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	351			articStaccatoBelow								
44	44	131	131	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f									
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	352			articStaccatoAbove								
45	45	269/2	269/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0						p									
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	353	p										
45	45	132	132	0.0	0	0	Dynamic	3/4	2	1	0						f									
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	354			articStaccatoBelow								
45	45	133	133	0.0	1/4	1/4	Dynamic	3/4	2	1	0						f									
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	355			articStaccatoBelow								
46	46	135	135	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	356											
46	46	273/2	273/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	357							53				
46	46	547/4	547/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	358							53				
46	46	137	137	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	359							53				
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	360											
46	46	135	135	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	361											
46	46	541/4	541/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	362											
46	46	271/2	271/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	363											
46	46	543/4	543/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	364											
46	46	136	136	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	365											
46	46	545/4	545/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	366											
46	46	273/2	273/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	367											
46	46	547/4	547/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	368											
46	46	137	137	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	369											
46	46	549/4	549/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	370											
46	46	275/2	275/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	371											
46	46	551/4	551/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	372											
47	47	138	138	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	373											
47	47	279/2	279/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	374							54				
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	375							54				
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	376							54				
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	377											
47	47	138	138	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	378											
47	47	553/4	553/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	379											
47	47	277/2	277/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	380											
47	47	555/4	555/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	381											
47	47	139	139	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	382											
47	47	557/4	557/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	383											
47	47	279/2	279/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	384											
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	385											
47	47	140	140	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	386											
47	47	561/4	561/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	387											
47	47	281/2	281/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	388											
47	47	563/4	563/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	389											
48	48	141	141	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	390							55				
48	48	565/4	565/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	391											
48	48	142	142	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	392							56				
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	393											
48	48	143	143	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	394							57				
48	48	573/4	573/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	395											
48	48	141	141	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	396											
48	48	565/4	565/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	397											
48	48	283/2	283/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	398											
48	48	567/4	567/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	399											
48	48	142	142	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	400											
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	401											
48	48	285/2	285/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	402											
48	48	571/4	571/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	403											
48	48	143	143	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	404											
48	48	573/4	573/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	405											
48	48	287/2	287/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	406											
48	48	575/4	575/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	407											
49	49	144	144	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	408							58				
49	49	577/4	577/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	409											
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	410											
49	49	144	144	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	411											
49	49	577/4	577/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	412											
49	49	289/2	289/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	413											
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	414											
49	49	145	145	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	415											
49	49	581/4	581/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	416											
49	49	291/2	291/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	417											
49	49	583/4	583/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	418											
49	49	146	146	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	419											
49	49	585/4	585/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	420											
49	49	293/2	293/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	421											
49	49	587/4	587/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	422											
50	50	147	147	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	423											
50	50	297/2	297/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	424							59				
50	50	595/4	595/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	425							59				
50	50	149	149	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	426							59				
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	427											
50	50	147	147	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	428											
50	50	589/4	589/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	429											
50	50	295/2	295/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	430											
50	50	591/4	591/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	431											
50	50	148	148	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	432											
50	50	593/4	593/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	433											
50	50	297/2	297/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	434											
50	50	595/4	595/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	435											
50	50	149	149	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	436											
50	50	597/4	597/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	437											
50	50	299/2	299/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	438											
50	50	599/4	599/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	439											
51	51	150	150	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	440							60				
51	51	301/2	301/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	441							60				
51	51	151	151	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	442							60				
51	51	303/2	303/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	443							60				
51	51	152	152	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	444							60				
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	445											
51	51	150	150	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	446											
51	51	601/4	601/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	447											
51	51	301/2	301/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	448											
51	51	603/4	603/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	449											
51	51	151	151	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	450											
51	51	605/4	605/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	451											
51	51	303/2	303/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	452											
51	51	607/4	607/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	453											
51	51	152	152	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	454											
51	51	609/4	609/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	455											
51	51	305/2	305/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	456											
51	51	611/4	611/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	457											
52	52	153	153	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	458							61				
52	52	307/2	307/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	459							61				
52	52	154	154	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	460							61				
52	52	309/2	309/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	461							61				
52	52	155	155	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	462							61				
52	52	311/2	311/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	463											
52	52	153	153	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	464											
52	52	613/4	613/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	465											
52	52	307/2	307/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	466											
52	52	615/4	615/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	467											
52	52	154	154	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	468											
52	52	617/4	617/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	469											
52	52	309/2	309/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	470											
52	52	619/4	619/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	471											
52	52	155	155	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	472											
52	52	621/4	621/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	473											
52	52	311/2	311/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	474											
52	52	623/4	623/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	475											
53	53	156	156	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	476											
53	53	625/4	625/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	477											
53	53	313/2	313/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	478											
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	479											
53	53	157	157	0.2	1/4	1/4	Chord	3/4	1	1	1/20		1/16	4/5	480											
53	53	786/5	786/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20		1/16	4/5	481											
53	53	787/5	787/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20		1/16	4/5	482											
53	53	788/5	788/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20		1/16	4/5	483											
53	53	789/5	789/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20		1/16	4/5	484											
53	53	158	158	0.08333333333333333	1/2	1/2	Chord	3/4	1	1	1/48		1/32	2/3	485											
53	53	1897/12	1897/12	0.08333333333333333	25/48	25/48	Chord	3/4	1	1	1/48		1/32	2/3	486											
53	53	949/6	949/6	0.08333333333333333	13/24	13/24	Chord	3/4	1	1	1/48		1/32	2/3	487											
53	53	633/4	633/4	0.08333333333333333	9/16	9/16	Chord	3/4	1	1	1/48		1/32	2/3	488											
53	53	475/3	475/3	0.08333333333333333	7/12	7/12	Chord	3/4	1	1	1/48		1/32	2/3	489											
53	53	1901/12	1901/12	0.08333333333333333	29/48	29/48	Chord	3/4	1	1	1/48		1/32	2/3	490											
53	53	317/2	317/2	0.08333333333333333	5/8	5/8	Chord	3/4	1	1	1/48		1/32	2/3	491											
53	53	1903/12	1903/12	0.08333333333333333	31/48	31/48	Chord	3/4	1	1	1/48		1/32	2/3	492											
53	53	476/3	476/3	0.08333333333333333	2/3	2/3	Chord	3/4	1	1	1/48		1/32	2/3	493											
53	53	635/4	635/4	0.08333333333333333	11/16	11/16	Chord	3/4	1	1	1/48		1/32	2/3	494											
53	53	953/6	953/6	0.08333333333333333	17/24	17/24	Chord	3/4	1	1	1/48		1/32	2/3	495											
53	53	1907/12	1907/12	0.08333333333333333	35/48	35/48	Chord	3/4	1	1	1/48		1/32	2/3	496											
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	497											
54	54	159	159	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	498											
54	54	637/4	637/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	499											
54	54	319/2	319/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	500											
54	54	639/4	639/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	501											
54	54	160	160	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	502											
54	54	641/4	641/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	503											
54	54	321/2	321/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	504											
54	54	643/4	643/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	505											
54	54	161	161	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	506											
54	54	645/4	645/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	507											
54	54	323/2	323/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	508											
54	54	647/4	647/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	509											
55	55	162	162	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	510											
55	55	649/4	649/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	511											
55	55	325/2	325/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	512											
55	55	651/4	651/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	513											
55	55	163	163	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	514											
55	55	653/4	653/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	515											
55	55	327/2	327/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	516											
55	55	655/4	655/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	517											
55	55	164	164	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	518											
55	55	657/4	657/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	519											
55	55	329/2	329/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	520											
55	55	659/4	659/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	521											
56	56	165	165	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	522											
56	56	661/4	661/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	523											
56	56	331/2	331/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	524											
56	56	663/4	663/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	525											
56	56	166	166	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	526											
56	56	499/3	499/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	527											
56	56	500/3	500/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	528											
56	56	167	167	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	529											
