mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	decrescendo_hairpin	diminuendo_line	crescendo_hairpin
90	86	703/4	719/4	0.08333333333333333		7/16	7/16	Chord	2/4	1	1	1/48		1/32	2/3	957								
90	86	1055/6	1079/6	0.08333333333333333		11/24	11/24	Chord	2/4	1	1	1/48		1/32	2/3	958								
90	86	2111/12	2159/12	0.08333333333333333		23/48	23/48	Chord	2/4	1	1	1/48		1/32	2/3	959								
90	86	697/4	713/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	960			articStaccatoAbove					
90	86	349/2	357/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	961			articStaccatoAbove					
90	86	699/4	715/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	962			articStaccatoAbove					
90	86	175	179	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	963			articStaccatoAbove					
90	86	701/4	717/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	964			articStaccatoAbove					
90	86	351/2	359/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	965			articStaccatoAbove					
90	86	703/4	719/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	966			articStaccatoAbove					
91	87	176	180	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	967								
91	87	355/2	363/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	968			ornamentTrill					
91	87	705/4	721/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	969			articStaccatoAbove					
91	87	353/2	361/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	970			articStaccatoAbove					
91	87	707/4	723/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	971			articStaccatoAbove					
91	87	177	181	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	972			articStaccatoAbove					
91	87	709/4	725/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	973			articStaccatoAbove					
91	87	355/2	363/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	974			articStaccatoAbove					
91	87	711/4	727/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	975			articStaccatoAbove					
92	88	178	182	0.0		0	0	Dynamic	2/4	1	1	0						p						
92	88	178	182	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	976	p							
92	88	715/4	731/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	977				19				
92	88	2861/16	2925/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	978				19				
92	88	1431/8	1463/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	979				19				
92	88	2863/16	2927/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	980				19				
92	88	179	183	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	981			articStaccatoAbove					
92	88	719/4	735/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	982				20				
92	88	2877/16	2941/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	983				20				
92	88	1439/8	1471/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	984				20				
92	88	2879/16	2943/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	985				20				
92	88	713/4	729/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	986			articStaccatoAbove					
92	88	357/2	365/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	987			articStaccatoAbove					
92	88	715/4	731/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	988			articStaccatoAbove					
92	88	717/4	733/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	989			articStaccatoAbove					
92	88	359/2	367/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	990			articStaccatoAbove					
92	88	719/4	735/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	991			articStaccatoAbove					
93	89	180	184	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	992			articStaccatoAbove					
93	89	723/4	739/4	0.0		3/16	3/16	Dynamic	2/4	1	1	0						f						
93	89	723/4	739/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	993	f			21				
93	89	2893/16	2957/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	994				21				
93	89	1447/8	1479/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	995				21				
93	89	2895/16	2959/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	996				21				
93	89	181	185	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	997			articStaccatoBelow					
93	89	727/4	743/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	998				22				
93	89	2909/16	2973/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	999				22				
93	89	1455/8	1487/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	1000				22				
93	89	2911/16	2975/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	1001				22				
93	89	721/4	737/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1002			articStaccatoAbove					
93	89	361/2	369/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1003			articStaccatoAbove					
93	89	723/4	739/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1004			articStaccatoAbove					
93	89	725/4	741/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1005			articStaccatoAbove					
93	89	363/2	371/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1006			articStaccatoAbove					
93	89	727/4	743/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1007			articStaccatoAbove					
94	90	182	186	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1008			articStaccatoBelow					
94	90	731/4	747/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	1009	p			23				
94	90	2925/16	2989/16	0.0		13/64	13/64	Dynamic	2/4	1	1	0						p		23				
94	90	2925/16	2989/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	1010				23				
94	90	1463/8	1495/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	1011				23				
94	90	2927/16	2991/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	1012				23				
94	90	183	187	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1013			articStaccatoAbove					
94	90	735/4	751/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	1014				24				
94	90	2941/16	3005/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	1015				24				
94	90	1471/8	1503/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	1016				24				
94	90	2943/16	3007/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	1017				24				
94	90	729/4	745/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1018			articStaccatoAbove					
94	90	365/2	373/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1019								
94	90	731/4	747/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1020			articStaccatoAbove					
94	90	733/4	749/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1021			articStaccatoAbove					
94	90	367/2	375/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1022			articStaccatoAbove					
94	90	735/4	751/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1023			articStaccatoAbove					
95	91	184	188	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1024			articStaccatoAbove					
95	91	739/4	755/4	0.0		3/16	3/16	Dynamic	2/4	1	1	0						f						
95	91	739/4	755/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	1025	f			25				
95	91	2957/16	3021/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	1026				25				
95	91	1479/8	1511/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	1027				25				
95	91	2959/16	3023/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	1028				25				
95	91	185	189	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1029			articStaccatoBelow					
95	91	743/4	759/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	1030				26				
95	91	2973/16	3037/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	1031				26				
95	91	1487/8	1519/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	1032				26				
95	91	2975/16	3039/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	1033				26				
95	91	737/4	753/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1034			articStaccatoAbove					
95	91	369/2	377/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1035			articStaccatoAbove					
95	91	739/4	755/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1036			articStaccatoAbove					
95	91	741/4	757/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1037			articStaccatoAbove					
95	91	371/2	379/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1038			articStaccatoAbove					
95	91	743/4	759/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1039			articStaccatoAbove					
96	92	186	190	0.0		0	0	Dynamic	2/4	1	1	0						p						
96	92	186	190	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1040	p		articStaccatoBelow					
96	92	747/4	763/4	0.0		3/16	3/16	Spanner	2/4	1	1	0												4
96	92	747/4	763/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	1041	<			27				4
96	92	2989/16	3053/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	1042				27				4
96	92	1495/8	1527/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	1043				27				4
96	92	2991/16	3055/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	1044				27				4
96	92	187	191	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1045			articStaccatoBelow					4
96	92	375/2	383/2	0.0		3/8	3/8	Spanner	2/4	1	1	0												
96	92	375/2	383/2	0.0		3/8	3/8	Spanner	2/4	1	1	0										5		
96	92	751/4	767/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	1046				28		5		
96	92	3005/16	3069/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	1047				28		5		
96	92	1503/8	1535/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	1048				28		5		
96	92	3007/16	3071/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	1049				28		5		
96	92	745/4	761/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1050			articStaccatoAbove					
96	92	373/2	381/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1051			articStaccatoAbove					
96	92	747/4	763/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1052			articStaccatoAbove					
96	92	749/4	765/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1053			articStaccatoAbove					
96	92	375/2	383/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1054			articStaccatoAbove					
96	92	751/4	767/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1055			articStaccatoAbove					
97	93	188	192	0.0		0	0	Spanner	2/4	1	1	0												
97	93	188	192	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1056			articStaccatoBelow					
97	93	755/4	771/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	1057				29				
97	93	3021/16	3085/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	1058				29				
97	93	1511/8	1543/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	1059				29				
97	93	3023/16	3087/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	1060				29				
97	93	189	193	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1061			articStaccatoBelow					
97	93	759/4	775/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	1062				30				
97	93	3037/16	3101/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	1063				30				
97	93	1519/8	1551/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	1064				30				
97	93	3039/16	3103/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	1065				30				
97	93	753/4	769/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1066			articStaccatoAbove					
97	93	377/2	385/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1067			articStaccatoAbove					
97	93	755/4	771/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1068			articStaccatoAbove					
97	93	757/4	773/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1069			articStaccatoAbove					
97	93	379/2	387/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1070			articStaccatoAbove					
97	93	759/4	775/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1071			articStaccatoAbove					
98	94	190	194	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1072			articStaccatoBelow					
98	94	381/2	389/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1073			articStaccatoAbove					
98	94	763/4	779/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1074			articStaccatoAbove					
98	94	191	195	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1075			articStaccatoAbove					
98	94	765/4	781/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1076			articStaccatoAbove					
98	94	383/2	391/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1077			articStaccatoAbove					
98	94	767/4	783/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1078			articStaccatoAbove					
98	94	761/4	777/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1079								
99	95	192	196	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1080								
99	95	385/2	393/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1081			articStaccatoAbove					
99	95	771/4	787/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1082			articStaccatoAbove					
99	95	193	197	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1083			articStaccatoAbove					
99	95	773/4	789/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1084			articStaccatoAbove					
99	95	387/2	395/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1085			articStaccatoAbove					
99	95	775/4	791/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1086			articStaccatoAbove					
99	95	769/4	785/4	0.0		1/16	1/16	Dynamic	2/4	2	1	0						sf						
99	95	769/4	785/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1087								
100	96	194	198	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1088								
100	96	389/2	397/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						sf						
100	96	389/2	397/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1089			articStaccatoAbove					
100	96	779/4	795/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1090			articStaccatoAbove					
100	96	195	199	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1091			articStaccatoAbove					
100	96	781/4	797/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1092			articStaccatoAbove					
100	96	391/2	399/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1093			articStaccatoAbove					
100	96	783/4	799/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1094			articStaccatoAbove					
100	96	777/4	793/4	0.0		1/16	1/16	Dynamic	2/4	2	1	0						sf						
100	96	777/4	793/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1095								
100	96	389/2	397/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1096			articStaccatoAbove					
100	96	779/4	795/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1097			articStaccatoAbove					
100	96	195	199	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1098			articStaccatoAbove					
100	96	781/4	797/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1099			articStaccatoAbove					
100	96	391/2	399/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1100			articStaccatoAbove					
100	96	783/4	799/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1101			articStaccatoAbove					
101	97	196	200	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1102								
101	97	393/2	401/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1103			articStaccatoAbove					
101	97	787/4	803/4	0.0		3/16	3/16	Dynamic	2/4	1	1	0						sf						
101	97	787/4	803/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1104			articStaccatoAbove					
101	97	197	201	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1105			articStaccatoAbove					
101	97	789/4	805/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1106								
101	97	395/2	403/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1107			articStaccatoAbove					
101	97	791/4	807/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1108			articStaccatoAbove					
101	97	785/4	801/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1109								
101	97	393/2	401/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1110			articStaccatoAbove					
101	97	787/4	803/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1111			articStaccatoAbove					
101	97	197	201	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1112			articStaccatoAbove					
101	97	789/4	805/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1113			articStaccatoAbove					
101	97	395/2	403/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1114			articStaccatoAbove					
101	97	791/4	807/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1115			articStaccatoAbove					
102	98	198	202	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1116								
102	98	397/2	405/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						sf						
102	98	397/2	405/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1117			articStaccatoAbove					
102	98	795/4	811/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1118			articStaccatoAbove					
102	98	199	203	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1119			articStaccatoAbove					
102	98	797/4	813/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1120			articStaccatoAbove					
102	98	399/2	407/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1121								
102	98	799/4	815/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1122			articStaccatoAbove					
102	98	198	202	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1123								
102	98	793/4	809/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1124								
102	98	397/2	405/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1125			articStaccatoAbove					
102	98	795/4	811/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1126			articStaccatoAbove					
102	98	199	203	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1127			articStaccatoAbove					
102	98	797/4	813/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1128			articStaccatoAbove					
102	98	399/2	407/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1129			articStaccatoAbove					
102	98	799/4	815/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1130			articStaccatoAbove					
103	99	200	204	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1131			articStaccatoAbove					
103	99	801/4	817/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1132			articStaccatoAbove					
103	99	401/2	409/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1133			articStaccatoAbove					
103	99	803/4	819/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1134			articStaccatoAbove					
103	99	201	205	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1135			articStaccatoAbove					
103	99	805/4	821/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1136			articStaccatoAbove					
103	99	403/2	411/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1137			articStaccatoAbove					
103	99	807/4	823/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1138			articStaccatoAbove					
103	99	200	204	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1139			articStaccatoBelow					
103	99	801/4	817/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1140			articStaccatoBelow					
103	99	401/2	409/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1141			articStaccatoBelow					
103	99	803/4	819/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1142			articStaccatoBelow					
103	99	201	205	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1143			articStaccatoBelow					
103	99	805/4	821/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1144			articStaccatoBelow					
103	99	403/2	411/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1145			articStaccatoBelow					
103	99	807/4	823/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1146			articStaccatoBelow					
104	100	202	206	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1147			articStaccatoBelow					
104	100	809/4	825/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1148			articStaccatoBelow					
104	100	405/2	413/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1149			articStaccatoBelow					
104	100	811/4	827/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1150	>		articStaccatoBelow					
104	100	203	207	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1151			articStaccatoAbove					
104	100	813/4	829/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1152			articStaccatoAbove					
104	100	407/2	415/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1153			articStaccatoAbove					
104	100	815/4	831/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1154			articStaccatoAbove					
104	100	202	206	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1155			articStaccatoAbove					
105	101	204	208	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1156			articStaccatoAbove					
105	101	817/4	833/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1157			articStaccatoBelow					
105	101	409/2	417/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											2	
105	101	409/2	417/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1158			articStaccatoBelow				2	
105	101	819/4	835/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1159			articStaccatoBelow				2	
105	101	205	209	0.0		1/4	1/4	Spanner	2/4	2	1	0												
105	101	205	209	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1160			articStaccatoBelow					
105	101	821/4	837/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1161			articStaccatoBelow					
105	101	411/2	419/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1162			articStaccatoBelow					
105	101	823/4	839/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1163			articStaccatoBelow					
106	102	206	210	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1164			articStaccatoBelow	31				
106	102	413/2	421/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0						other-dynamics		31				
106	102	413/2	421/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1165			articStaccatoBelow	31				
106	102	207	211	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1166			articStaccatoBelow	31				
106	102	415/2	423/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1167			articStaccatoBelow					
107	103	208	212	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1168			articStaccatoBelow	32				
107	103	417/2	425/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1169			articStaccatoBelow	32				
107	103	209	213	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1170			articStaccatoBelow	32				
107	103	419/2	427/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1171			articStaccatoBelow					
108	104	210	214	0.0		0	0	Dynamic	2/4	1	1	0						p						
108	104	210	214	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1172	p							
108	104	423/2	431/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						sf						
108	104	423/2	431/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1173								
108	104	841/4	857/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1174			articStaccatoBelow					
108	104	421/2	429/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1175			articStaccatoBelow					
108	104	843/4	859/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1176			articStaccatoBelow					
108	104	211	215	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1177			articStaccatoBelow					
108	104	845/4	861/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1178			articStaccatoBelow					
108	104	423/2	431/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1179			articStaccatoBelow					
108	104	847/4	863/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1180			articStaccatoBelow					
109	105	212	216	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1181								
109	105	427/2	435/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						sf						
109	105	427/2	435/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1182								
109	105	849/4	865/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1183			articStaccatoBelow					
109	105	425/2	433/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1184			articStaccatoBelow					
109	105	851/4	867/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1185								
