mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	Trill:trill
71	59	113	251/2	0.08333333333333333		5/16	5/16	Chord	12/32	1	1	1/48		1/32	2/3	1507				121				16		
71	59	1357/12	1507/12	0.041666666666666664		1/3	1/3	Chord	12/32	1	1	1/96		1/64	2/3	1508				121				16		
71	59	905/8	1005/8	0.08333333333333333		11/32	11/32	Chord	12/32	1	1	1/48		1/32	2/3	1509				121				16		
71	59	2717/24	3017/24	0.041666666666666664		35/96	35/96	Chord	12/32	1	1	1/96		1/64	2/3	1510				121				16		
71	59	447/4	497/4	0.125		0	0	Chord	12/32	2	1	1/32		1/32	1	1511										
71	59	895/8	995/8	0.08333333333333333		1/32	1/32	Chord	12/32	2	1	1/48		1/32	2/3	1512										
71	59	2687/24	2987/24	0.041666666666666664		5/96	5/96	Chord	12/32	2	1	1/96		1/64	2/3	1513										
71	59	112	249/2	0.125		1/16	1/16	Chord	12/32	2	1	1/32		1/32	1	1514										
71	59	897/8	997/8	0.08333333333333333		3/32	3/32	Chord	12/32	2	1	1/48		1/32	2/3	1515										
71	59	2693/24	2993/24	0.041666666666666664		11/96	11/96	Chord	12/32	2	1	1/96		1/64	2/3	1516										
71	59	449/4	499/4	0.125		1/8	1/8	Chord	12/32	2	1	1/32		1/32	1	1517										
71	59	899/8	999/8	0.08333333333333333		5/32	5/32	Chord	12/32	2	1	1/48		1/32	2/3	1518										
71	59	2699/24	2999/24	0.041666666666666664		17/96	17/96	Chord	12/32	2	1	1/96		1/64	2/3	1519										
71	59	225/2	125	0.125		3/16	3/16	Chord	12/32	2	1	1/32		1/32	1	1520										
71	59	901/8	1001/8	0.08333333333333333		7/32	7/32	Chord	12/32	2	1	1/48		1/32	2/3	1521										
71	59	2705/24	3005/24	0.041666666666666664		23/96	23/96	Chord	12/32	2	1	1/96		1/64	2/3	1522										
71	59	451/4	501/4	0.125		1/4	1/4	Chord	12/32	2	1	1/32		1/32	1	1523										
71	59	903/8	1003/8	0.08333333333333333		9/32	9/32	Chord	12/32	2	1	1/48		1/32	2/3	1524										
71	59	2711/24	3011/24	0.041666666666666664		29/96	29/96	Chord	12/32	2	1	1/96		1/64	2/3	1525										
71	59	113	251/2	0.125		5/16	5/16	Chord	12/32	2	1	1/32		1/32	1	1526										
71	59	905/8	1005/8	0.08333333333333333		11/32	11/32	Chord	12/32	2	1	1/48		1/32	2/3	1527										
71	59	2717/24	3017/24	0.041666666666666664		35/96	35/96	Chord	12/32	2	1	1/96		1/64	2/3	1528										
72	60	453/4	503/4	0.0		0	0	Dynamic	12/32	1	1	0						f		121						
72	60	453/4	503/4	0.0		0	0	Spanner	12/32	1	1	0								121						
72	60	453/4	503/4	0.08333333333333333		0	0	Chord	12/32	1	1	1/48		1/32	2/3	1529				121						
72	60	340/3	755/6	0.041666666666666664		1/48	1/48	Chord	12/32	1	1	1/96		1/64	2/3	1530				121						
72	60	907/8	1007/8	0.08333333333333333		1/32	1/32	Chord	12/32	1	1	1/48		1/32	2/3	1531				121						
72	60	2723/24	3023/24	0.041666666666666664		5/96	5/96	Chord	12/32	1	1	1/96		1/64	2/3	1532										
72	60	227/2	126	0.0		1/16	1/16	Dynamic	12/32	1	1	0						sf								
72	60	227/2	126	0.25		1/16	1/16	Chord	12/32	1	1	1/16		1/16	1	1533				122						
72	60	455/4	505/4	0.08333333333333333		1/8	1/8	Chord	12/32	1	1	1/48		1/32	2/3	1534				122						
72	60	683/6	379/3	0.041666666666666664		7/48	7/48	Chord	12/32	1	1	1/96		1/64	2/3	1535				122						
72	60	911/8	1011/8	0.08333333333333333		5/32	5/32	Chord	12/32	1	1	1/48		1/32	2/3	1536				122						
72	60	2735/24	3035/24	0.041666666666666664		17/96	17/96	Chord	12/32	1	1	1/96		1/64	2/3	1537										
72	60	114	253/2	0.0		3/16	3/16	Dynamic	12/32	1	1	0						sf								
72	60	114	253/2	0.25		3/16	3/16	Chord	12/32	1	1	1/16		1/16	1	1538				123						
72	60	457/4	507/4	0.08333333333333333		1/4	1/4	Chord	12/32	1	1	1/48		1/32	2/3	1539				123						
72	60	343/3	761/6	0.041666666666666664		13/48	13/48	Chord	12/32	1	1	1/96		1/64	2/3	1540				123						
72	60	915/8	1015/8	0.08333333333333333		9/32	9/32	Chord	12/32	1	1	1/48		1/32	2/3	1541				123						
72	60	2747/24	3047/24	0.041666666666666664		29/96	29/96	Chord	12/32	1	1	1/96		1/64	2/3	1542										
72	60	229/2	127	0.0		5/16	5/16	Dynamic	12/32	1	1	0						sf								
72	60	229/2	127	0.125		5/16	5/16	Chord	12/32	1	1	1/32		1/32	1	1543										
72	60	917/8	1017/8	0.08333333333333333		11/32	11/32	Chord	12/32	1	1	1/48		1/32	2/3	1544										
72	60	2753/24	3053/24	0.041666666666666664		35/96	35/96	Chord	12/32	1	1	1/96		1/64	2/3	1545										
72	60	453/4	503/4	0.25		0	0	Chord	12/32	2	1	1/16		1/16	1	1546										
72	60	227/2	126	0.08333333333333333		1/16	1/16	Chord	12/32	2	1	1/48		1/32	2/3	1547										
72	60	1363/12	1513/12	0.041666666666666664		1/12	1/12	Chord	12/32	2	1	1/96		1/64	2/3	1548										
72	60	909/8	1009/8	0.08333333333333333		3/32	3/32	Chord	12/32	2	1	1/48		1/32	2/3	1549										
72	60	2729/24	3029/24	0.041666666666666664		11/96	11/96	Chord	12/32	2	1	1/96		1/64	2/3	1550										
72	60	455/4	505/4	0.0		1/8	1/8	Dynamic	12/32	2	1	0						sf								
72	60	455/4	505/4	0.25		1/8	1/8	Chord	12/32	2	1	1/16		1/16	1	1551										
72	60	114	253/2	0.08333333333333333		3/16	3/16	Chord	12/32	2	1	1/48		1/32	2/3	1552										
72	60	1369/12	1519/12	0.041666666666666664		5/24	5/24	Chord	12/32	2	1	1/96		1/64	2/3	1553										
72	60	913/8	1013/8	0.08333333333333333		7/32	7/32	Chord	12/32	2	1	1/48		1/32	2/3	1554										
72	60	2741/24	3041/24	0.041666666666666664		23/96	23/96	Chord	12/32	2	1	1/96		1/64	2/3	1555										
72	60	457/4	507/4	0.0		1/4	1/4	Dynamic	12/32	2	1	0						sf								
72	60	457/4	507/4	0.25		1/4	1/4	Chord	12/32	2	1	1/16		1/16	1	1556										
72	60	229/2	127	0.08333333333333333		5/16	5/16	Chord	12/32	2	1	1/48		1/32	2/3	1557										
72	60	1375/12	1525/12	0.041666666666666664		1/3	1/3	Chord	12/32	2	1	1/96		1/64	2/3	1558				124						
72	60	917/8	1017/8	0.08333333333333333		11/32	11/32	Chord	12/32	2	1	1/48		1/32	2/3	1559				124						
72	60	2753/24	3053/24	0.041666666666666664		35/96	35/96	Chord	12/32	2	1	1/96		1/64	2/3	1560				124						
73	61	459/4	509/4	0.125		0	0	Chord	12/32	1	1	1/32		1/32	1	1561										
73	61	919/8	1019/8	0.08333333333333333		1/32	1/32	Chord	12/32	1	1	1/48		1/32	2/3	1562										
73	61	2759/24	3059/24	0.041666666666666664		5/96	5/96	Chord	12/32	1	1	1/96		1/64	2/3	1563										
73	61	115	255/2	0.125		1/16	1/16	Chord	12/32	1	1	1/32		1/32	1	1564										
73	61	921/8	1021/8	0.08333333333333333		3/32	3/32	Chord	12/32	1	1	1/48		1/32	2/3	1565										
73	61	2765/24	3065/24	0.041666666666666664		11/96	11/96	Chord	12/32	1	1	1/96		1/64	2/3	1566										
73	61	461/4	511/4	0.08333333333333333		1/8	1/8	Chord	12/32	1	1	1/48		1/32	2/3	1567										
73	61	346/3	767/6	0.041666666666666664		7/48	7/48	Chord	12/32	1	1	1/96		1/64	2/3	1568				125						
73	61	923/8	1023/8	0.08333333333333333		5/32	5/32	Chord	12/32	1	1	1/48		1/32	2/3	1569				125						
73	61	2771/24	3071/24	0.041666666666666664		17/96	17/96	Chord	12/32	1	1	1/96		1/64	2/3	1570				125						
73	61	231/2	128	0.08333333333333333		3/16	3/16	Chord	12/32	1	1	1/48		1/32	2/3	1571				125						
73	61	1387/12	1537/12	0.041666666666666664		5/24	5/24	Chord	12/32	1	1	1/96		1/64	2/3	1572				125						
73	61	925/8	1025/8	0.08333333333333333		7/32	7/32	Chord	12/32	1	1	1/48		1/32	2/3	1573				125						
73	61	2777/24	3077/24	0.041666666666666664		23/96	23/96	Chord	12/32	1	1	1/96		1/64	2/3	1574				125						
73	61	463/4	513/4	0.08333333333333333		1/4	1/4	Chord	12/32	1	1	1/48		1/32	2/3	1575				125						
73	61	695/6	385/3	0.041666666666666664		13/48	13/48	Chord	12/32	1	1	1/96		1/64	2/3	1576				125						
73	61	927/8	1027/8	0.08333333333333333		9/32	9/32	Chord	12/32	1	1	1/48		1/32	2/3	1577				125						
73	61	2783/24	3083/24	0.041666666666666664		29/96	29/96	Chord	12/32	1	1	1/96		1/64	2/3	1578				125						
73	61	116	257/2	0.08333333333333333		5/16	5/16	Chord	12/32	1	1	1/48		1/32	2/3	1579				125						
73	61	1393/12	1543/12	0.041666666666666664		1/3	1/3	Chord	12/32	1	1	1/96		1/64	2/3	1580				125						
73	61	929/8	1029/8	0.08333333333333333		11/32	11/32	Chord	12/32	1	1	1/48		1/32	2/3	1581				125						
73	61	2789/24	3089/24	0.041666666666666664		35/96	35/96	Chord	12/32	1	1	1/96		1/64	2/3	1582										
73	61	459/4	509/4	0.08333333333333333		0	0	Chord	12/32	2	1	1/48		1/32	2/3	1583				124						
73	61	689/6	382/3	0.041666666666666664		1/48	1/48	Chord	12/32	2	1	1/96		1/64	2/3	1584				124						
73	61	919/8	1019/8	0.08333333333333333		1/32	1/32	Chord	12/32	2	1	1/48		1/32	2/3	1585				124						
73	61	2759/24	3059/24	0.041666666666666664		5/96	5/96	Chord	12/32	2	1	1/96		1/64	2/3	1586				124						
73	61	115	255/2	0.08333333333333333		1/16	1/16	Chord	12/32	2	1	1/48		1/32	2/3	1587				124						
73	61	1381/12	1531/12	0.041666666666666664		1/12	1/12	Chord	12/32	2	1	1/96		1/64	2/3	1588				124						
73	61	921/8	1021/8	0.08333333333333333		3/32	3/32	Chord	12/32	2	1	1/48		1/32	2/3	1589				124						
73	61	2765/24	3065/24	0.041666666666666664		11/96	11/96	Chord	12/32	2	1	1/96		1/64	2/3	1590										
73	61	461/4	511/4	0.125		1/8	1/8	Chord	12/32	2	1	1/32		1/32	1	1591										
73	61	923/8	1023/8	0.08333333333333333		5/32	5/32	Chord	12/32	2	1	1/48		1/32	2/3	1592										
73	61	2771/24	3071/24	0.041666666666666664		17/96	17/96	Chord	12/32	2	1	1/96		1/64	2/3	1593										
73	61	231/2	128	0.125		3/16	3/16	Chord	12/32	2	1	1/32		1/32	1	1594										
73	61	925/8	1025/8	0.08333333333333333		7/32	7/32	Chord	12/32	2	1	1/48		1/32	2/3	1595										
73	61	2777/24	3077/24	0.041666666666666664		23/96	23/96	Chord	12/32	2	1	1/96		1/64	2/3	1596										
73	61	463/4	513/4	0.125		1/4	1/4	Chord	12/32	2	1	1/32		1/32	1	1597										
73	61	927/8	1027/8	0.08333333333333333		9/32	9/32	Chord	12/32	2	1	1/48		1/32	2/3	1598										
73	61	2783/24	3083/24	0.041666666666666664		29/96	29/96	Chord	12/32	2	1	1/96		1/64	2/3	1599										
73	61	116	257/2	0.125		5/16	5/16	Chord	12/32	2	1	1/32		1/32	1	1600										
73	61	929/8	1029/8	0.08333333333333333		11/32	11/32	Chord	12/32	2	1	1/48		1/32	2/3	1601										
73	61	2789/24	3089/24	0.041666666666666664		35/96	35/96	Chord	12/32	2	1	1/96		1/64	2/3	1602										
74	62	467/4	517/4	0.08333333333333333		1/8	1/8	Chord	12/32	1	1	1/48		1/32	2/3	1603				126						
74	62	701/6	388/3	0.041666666666666664		7/48	7/48	Chord	12/32	1	1	1/96		1/64	2/3	1604				126						
74	62	935/8	1035/8	0.08333333333333333		5/32	5/32	Chord	12/32	1	1	1/48		1/32	2/3	1605				126						
74	62	2807/24	3107/24	0.041666666666666664		17/96	17/96	Chord	12/32	1	1	1/96		1/64	2/3	1606										
74	62	117	259/2	0.0		3/16	3/16	Dynamic	12/32	1	1	0						sf								
74	62	117	259/2	0.25		3/16	3/16	Chord	12/32	1	1	1/16		1/16	1	1607										
74	62	469/4	519/4	0.08333333333333333		1/4	1/4	Chord	12/32	1	1	1/48		1/32	2/3	1608										
74	62	352/3	779/6	0.041666666666666664		13/48	13/48	Chord	12/32	1	1	1/96		1/64	2/3	1609										
74	62	939/8	1039/8	0.08333333333333333		9/32	9/32	Chord	12/32	1	1	1/48		1/32	2/3	1610										
74	62	2819/24	3119/24	0.041666666666666664		29/96	29/96	Chord	12/32	1	1	1/96		1/64	2/3	1611										
74	62	235/2	130	0.0		5/16	5/16	Dynamic	12/32	1	1	0						sf								
74	62	235/2	130	0.25		5/16	5/16	Chord	12/32	1	1	1/16		1/16	1	1612										
74	62	465/4	515/4	0.125		0	0	Chord	12/32	1	2	1/32		1/32	1	1613										
74	62	931/8	1031/8	0.08333333333333333		1/32	1/32	Chord	12/32	1	2	1/48		1/32	2/3	1614										
74	62	2795/24	3095/24	0.041666666666666664		5/96	5/96	Chord	12/32	1	2	1/96		1/64	2/3	1615										
74	62	233/2	129	0.125		1/16	1/16	Chord	12/32	1	2	1/32		1/32	1	1616										
74	62	933/8	1033/8	0.08333333333333333		3/32	3/32	Chord	12/32	1	2	1/48		1/32	2/3	1617										
74	62	2801/24	3101/24	0.041666666666666664		11/96	11/96	Chord	12/32	1	2	1/96		1/64	2/3	1618										
74	62	117	259/2	0.08333333333333333		3/16	3/16	Chord	12/32	1	2	1/48		1/32	2/3	1619										
74	62	1405/12	1555/12	0.041666666666666664		5/24	5/24	Chord	12/32	1	2	1/96		1/64	2/3	1620										
74	62	937/8	1037/8	0.08333333333333333		7/32	7/32	Chord	12/32	1	2	1/48		1/32	2/3	1621										
74	62	2813/24	3113/24	0.041666666666666664		23/96	23/96	Chord	12/32	1	2	1/96		1/64	2/3	1622										
74	62	469/4	519/4	0.25		1/4	1/4	Chord	12/32	1	2	1/16		1/16	1	1623										
74	62	235/2	130	0.08333333333333333		5/16	5/16	Chord	12/32	1	2	1/48		1/32	2/3	1624				127						
74	62	1411/12	1561/12	0.041666666666666664		1/3	1/3	Chord	12/32	1	2	1/96		1/64	2/3	1625				127						
74	62	941/8	1041/8	0.08333333333333333		11/32	11/32	Chord	12/32	1	2	1/48		1/32	2/3	1626				127						
74	62	2825/24	3125/24	0.041666666666666664		35/96	35/96	Chord	12/32	1	2	1/96		1/64	2/3	1627				127						
74	62	465/4	515/4	0.08333333333333333		0	0	Chord	12/32	2	1	1/48		1/32	2/3	1628				128						
74	62	349/3	773/6	0.041666666666666664		1/48	1/48	Chord	12/32	2	1	1/96		1/64	2/3	1629				128						
74	62	931/8	1031/8	0.08333333333333333		1/32	1/32	Chord	12/32	2	1	1/48		1/32	2/3	1630				128						
74	62	2795/24	3095/24	0.041666666666666664		5/96	5/96	Chord	12/32	2	1	1/96		1/64	2/3	1631				128						
74	62	233/2	129	0.08333333333333333		1/16	1/16	Chord	12/32	2	1	1/48		1/32	2/3	1632				128						
74	62	1399/12	1549/12	0.041666666666666664		1/12	1/12	Chord	12/32	2	1	1/96		1/64	2/3	1633				128						
74	62	933/8	1033/8	0.08333333333333333		3/32	3/32	Chord	12/32	2	1	1/48		1/32	2/3	1634				128						
74	62	2801/24	3101/24	0.041666666666666664		11/96	11/96	Chord	12/32	2	1	1/96		1/64	2/3	1635										
74	62	467/4	517/4	0.08333333333333333		1/8	1/8	Chord	12/32	2	1	1/48		1/32	2/3	1636				129						
74	62	701/6	388/3	0.041666666666666664		7/48	7/48	Chord	12/32	2	1	1/96		1/64	2/3	1637				129						
74	62	935/8	1035/8	0.08333333333333333		5/32	5/32	Chord	12/32	2	1	1/48		1/32	2/3	1638				129						
74	62	2807/24	3107/24	0.041666666666666664		17/96	17/96	Chord	12/32	2	1	1/96		1/64	2/3	1639				129						
74	62	117	259/2	0.08333333333333333		3/16	3/16	Chord	12/32	2	1	1/48		1/32	2/3	1640										
74	62	1405/12	1555/12	0.041666666666666664		5/24	5/24	Chord	12/32	2	1	1/96		1/64	2/3	1641				130						
74	62	937/8	1037/8	0.08333333333333333		7/32	7/32	Chord	12/32	2	1	1/48		1/32	2/3	1642				130						
74	62	2813/24	3113/24	0.041666666666666664		23/96	23/96	Chord	12/32	2	1	1/96		1/64	2/3	1643				130						
74	62	469/4	519/4	0.0		1/4	1/4	Dynamic	12/32	2	1	0						sf								
74	62	469/4	519/4	0.08333333333333333		1/4	1/4	Chord	12/32	2	1	1/48		1/32	2/3	1644										
74	62	352/3	779/6	0.041666666666666664		13/48	13/48	Chord	12/32	2	1	1/96		1/64	2/3	1645				131						
74	62	939/8	1039/8	0.08333333333333333		9/32	9/32	Chord	12/32	2	1	1/48		1/32	2/3	1646				131						
74	62	2819/24	3119/24	0.041666666666666664		29/96	29/96	Chord	12/32	2	1	1/96		1/64	2/3	1647				131						
74	62	235/2	130	0.08333333333333333		5/16	5/16	Chord	12/32	2	1	1/48		1/32	2/3	1648										
74	62	1411/12	1561/12	0.041666666666666664		1/3	1/3	Chord	12/32	2	1	1/96		1/64	2/3	1649				132						
74	62	941/8	1041/8	0.08333333333333333		11/32	11/32	Chord	12/32	2	1	1/48		1/32	2/3	1650				132						
74	62	2825/24	3125/24	0.041666666666666664		35/96	35/96	Chord	12/32	2	1	1/96		1/64	2/3	1651				132						
75	63	473/4	523/4	0.08333333333333333		1/8	1/8	Chord	12/32	1	1	1/48		1/32	2/3	1652				133						
75	63	355/3	785/6	0.041666666666666664		7/48	7/48	Chord	12/32	1	1	1/96		1/64	2/3	1653				133						
75	63	947/8	1047/8	0.08333333333333333		5/32	5/32	Chord	12/32	1	1	1/48		1/32	2/3	1654				133						
75	63	2843/24	3143/24	0.041666666666666664		17/96	17/96	Chord	12/32	1	1	1/96		1/64	2/3	1655				133						
75	63	237/2	131	0.0		3/16	3/16	Dynamic	12/32	1	1	0						sf								
75	63	237/2	131	0.25		3/16	3/16	Chord	12/32	1	1	1/16		1/16	1	1656										
75	63	475/4	525/4	0.08333333333333333		1/4	1/4	Chord	12/32	1	1	1/48		1/32	2/3	1657				134						
75	63	713/6	394/3	0.041666666666666664		13/48	13/48	Chord	12/32	1	1	1/96		1/64	2/3	1658				134						
75	63	951/8	1051/8	0.08333333333333333		9/32	9/32	Chord	12/32	1	1	1/48		1/32	2/3	1659				134						
75	63	2855/24	3155/24	0.041666666666666664		29/96	29/96	Chord	12/32	1	1	1/96		1/64	2/3	1660				134						
75	63	119	263/2	0.0		5/16	5/16	Dynamic	12/32	1	1	0						sf								
75	63	119	263/2	0.25		5/16	5/16	Chord	12/32	1	1	1/16		1/16	1	1661										
75	63	471/4	521/4	0.08333333333333333		0	0	Chord	12/32	1	2	1/48		1/32	2/3	1662				135						
75	63	707/6	391/3	0.041666666666666664		1/48	1/48	Chord	12/32	1	2	1/96		1/64	2/3	1663				135						
75	63	943/8	1043/8	0.08333333333333333		1/32	1/32	Chord	12/32	1	2	1/48		1/32	2/3	1664				135						
75	63	2831/24	3131/24	0.041666666666666664		5/96	5/96	Chord	12/32	1	2	1/96		1/64	2/3	1665				135						
75	63	118	261/2	0.0		1/16	1/16	Dynamic	12/32	1	2	0						sf								
75	63	118	261/2	0.25		1/16	1/16	Chord	12/32	1	2	1/16		1/16	1	1666				136						
75	63	473/4	523/4	0.25		1/8	1/8	Chord	12/32	1	2	1/16		1/16	1	1667										
75	63	237/2	131	0.08333333333333333		3/16	3/16	Chord	12/32	1	2	1/48		1/32	2/3	1668										
75	63	1423/12	1573/12	0.041666666666666664		5/24	5/24	Chord	12/32	1	2	1/96		1/64	2/3	1669										
75	63	949/8	1049/8	0.08333333333333333		7/32	7/32	Chord	12/32	1	2	1/48		1/32	2/3	1670										
75	63	2849/24	3149/24	0.041666666666666664		23/96	23/96	Chord	12/32	1	2	1/96		1/64	2/3	1671										
75	63	475/4	525/4	0.25		1/4	1/4	Chord	12/32	1	2	1/16		1/16	1	1672										
75	63	1429/12	1579/12	0.041666666666666664		1/3	1/3	Chord	12/32	1	2	1/96		1/64	2/3	1673										
75	63	953/8	1053/8	0.08333333333333333		11/32	11/32	Chord	12/32	1	2	1/48		1/32	2/3	1674										
75	63	2861/24	3161/24	0.041666666666666664		35/96	35/96	Chord	12/32	1	2	1/96		1/64	2/3	1675										
75	63	471/4	521/4	0.0		0	0	Dynamic	12/32	2	1	0						sf								
75	63	471/4	521/4	0.25		0	0	Chord	12/32	2	1	1/16		1/16	1	1676										
75	63	118	261/2	0.08333333333333333		1/16	1/16	Chord	12/32	2	1	1/48		1/32	2/3	1677				137						
75	63	1417/12	1567/12	0.041666666666666664		1/12	1/12	Chord	12/32	2	1	1/96		1/64	2/3	1678				137						
75	63	945/8	1045/8	0.08333333333333333		3/32	3/32	Chord	12/32	2	1	1/48		1/32	2/3	1679				137						
75	63	2837/24	3137/24	0.041666666666666664		11/96	11/96	Chord	12/32	2	1	1/96		1/64	2/3	1680				137						
75	63	473/4	523/4	0.0		1/8	1/8	Dynamic	12/32	2	1	0						sf								
75	63	473/4	523/4	0.25		1/8	1/8	Chord	12/32	2	1	1/16		1/16	1	1681										
75	63	237/2	131	0.08333333333333333		3/16	3/16	Chord	12/32	2	1	1/48		1/32	2/3	1682				138						
75	63	1423/12	1573/12	0.041666666666666664		5/24	5/24	Chord	12/32	2	1	1/96		1/64	2/3	1683				138						
75	63	949/8	1049/8	0.08333333333333333		7/32	7/32	Chord	12/32	2	1	1/48		1/32	2/3	1684				138						
75	63	2849/24	3149/24	0.041666666666666664		23/96	23/96	Chord	12/32	2	1	1/96		1/64	2/3	1685				138						
75	63	475/4	525/4	0.08333333333333333		1/4	1/4	Chord	12/32	2	1	1/48		1/32	2/3	1686				138						
75	63	713/6	394/3	0.041666666666666664		13/48	13/48	Chord	12/32	2	1	1/96		1/64	2/3	1687				138						
75	63	951/8	1051/8	0.08333333333333333		9/32	9/32	Chord	12/32	2	1	1/48		1/32	2/3	1688				138						
75	63	2855/24	3155/24	0.041666666666666664		29/96	29/96	Chord	12/32	2	1	1/96		1/64	2/3	1689				138						
75	63	119	263/2	0.08333333333333333		5/16	5/16	Chord	12/32	2	1	1/48		1/32	2/3	1690				138						
75	63	1429/12	1579/12	0.041666666666666664		1/3	1/3	Chord	12/32	2	1	1/96		1/64	2/3	1691				138						
75	63	953/8	1053/8	0.08333333333333333		11/32	11/32	Chord	12/32	2	1	1/48		1/32	2/3	1692				138						
75	63	2861/24	3161/24	0.041666666666666664		35/96	35/96	Chord	12/32	2	1	1/96		1/64	2/3	1693										
76	64		527/4	0.08333333333333333	1	0	0	Chord	12/32	1	1	1/48		1/32	2/3	1694										
76	64		791/6	0.041666666666666664	1	1/48	1/48	Chord	12/32	1	1	1/96		1/64	2/3	1695										
76	64		1055/8	0.08333333333333333	1	1/32	1/32	Chord	12/32	1	1	1/48		1/32	2/3	1696										
76	64		3167/24	0.041666666666666664	1	5/96	5/96	Chord	12/32	1	1	1/96		1/64	2/3	1697										
76	64		132	0.08333333333333333	1	1/16	1/16	Chord	12/32	1	1	1/48		1/32	2/3	1698										
76	64		1585/12	0.041666666666666664	1	1/12	1/12	Chord	12/32	1	1	1/96		1/64	2/3	1699										
76	64		1057/8	0.08333333333333333	1	3/32	3/32	Chord	12/32	1	1	1/48		1/32	2/3	1700										
76	64		3173/24	0.041666666666666664	1	11/96	11/96	Chord	12/32	1	1	1/96		1/64	2/3	1701										
76	64		529/4	0.08333333333333333	1	1/8	1/8	Chord	12/32	1	1	1/48		1/32	2/3	1702										
76	64		397/3	0.041666666666666664	1	7/48	7/48	Chord	12/32	1	1	1/96		1/64	2/3	1703				139						
76	64		1059/8	0.08333333333333333	1	5/32	5/32	Chord	12/32	1	1	1/48		1/32	2/3	1704				139						
76	64		3179/24	0.041666666666666664	1	17/96	17/96	Chord	12/32	1	1	1/96		1/64	2/3	1705				139						
76	64		265/2	0.08333333333333333	1	3/16	3/16	Chord	12/32	1	1	1/48		1/32	2/3	1706				139						
76	64		1591/12	0.041666666666666664	1	5/24	5/24	Chord	12/32	1	1	1/96		1/64	2/3	1707				139						
76	64		1061/8	0.08333333333333333	1	7/32	7/32	Chord	12/32	1	1	1/48		1/32	2/3	1708				139						
76	64		3185/24	0.041666666666666664	1	23/96	23/96	Chord	12/32	1	1	1/96		1/64	2/3	1709										
76	64		531/4	0.08333333333333333	1	1/4	1/4	Chord	12/32	1	1	1/48		1/32	2/3	1710				140						
76	64		797/6	0.041666666666666664	1	13/48	13/48	Chord	12/32	1	1	1/96		1/64	2/3	1711				140						
76	64		1063/8	0.08333333333333333	1	9/32	9/32	Chord	12/32	1	1	1/48		1/32	2/3	1712				140						
76	64		3191/24	0.041666666666666664	1	29/96	29/96	Chord	12/32	1	1	1/96		1/64	2/3	1713				140						
76	64		133	0.08333333333333333	1	5/16	5/16	Chord	12/32	1	1	1/48		1/32	2/3	1714				140						
76	64		1597/12	0.041666666666666664	1	1/3	1/3	Chord	12/32	1	1	1/96		1/64	2/3	1715				140						
76	64		1065/8	0.08333333333333333	1	11/32	11/32	Chord	12/32	1	1	1/48		1/32	2/3	1716				140						
76	64		3197/24	0.041666666666666664	1	35/96	35/96	Chord	12/32	1	1	1/96		1/64	2/3	1717										
76	64		527/4	0.08333333333333333	1	0	0	Chord	12/32	1	2	1/48		1/32	2/3	1718										
76	64		791/6	0.041666666666666664	1	1/48	1/48	Chord	12/32	1	2	1/96		1/64	2/3	1719										
76	64		1055/8	0.08333333333333333	1	1/32	1/32	Chord	12/32	1	2	1/48		1/32	2/3	1720										
76	64		3167/24	0.041666666666666664	1	5/96	5/96	Chord	12/32	1	2	1/96		1/64	2/3	1721										
76	64		132	0.08333333333333333	1	1/16	1/16	Chord	12/32	1	2	1/48		1/32	2/3	1722										
76	64		1585/12	0.041666666666666664	1	1/12	1/12	Chord	12/32	1	2	1/96		1/64	2/3	1723										
76	64		1057/8	0.08333333333333333	1	3/32	3/32	Chord	12/32	1	2	1/48		1/32	2/3	1724										
76	64		3173/24	0.041666666666666664	1	11/96	11/96	Chord	12/32	1	2	1/96		1/64	2/3	1725										
76	64		527/4	0.08333333333333333	1	0	0	Chord	12/32	2	1	1/48		1/32	2/3	1726										
76	64		791/6	0.041666666666666664	1	1/48	1/48	Chord	12/32	2	1	1/96		1/64	2/3	1727										
